#  RA   Dec   redshift   u    g   r   i   z
34.35846971 -9.599062423 0.59 27.4567 23.715 22.0713 21.0613 20.6307
34.85531965 -9.598257363 0.54 25.7706 23.7633 22.2622 21.3459 20.8911
34.30841806 -9.599785066 0.21 23.2011 21.5778 20.5702 20.1248 19.8376
34.6200013 -9.597089249 0.67 26.2427 24.627 23.0815 21.9466 21.4812
34.25065123 -9.596488131 0.66 99.0 25.0873 23.6501 22.3488 21.7946
34.17277561 -9.595938154 0.53 27.7483 24.3832 22.8205 21.882 21.5442
34.50397221 -9.595803644 0.37 24.8157 23.3843 22.0993 21.6009 21.217
34.57128673 -9.595332427 0.56 25.4018 24.1709 22.7557 21.9843 21.5599
34.04377891 -9.595251108 0.58 24.9921 23.4608 22.2837 21.2911 20.91
34.69013848 -9.594126759 0.58 25.5645 24.4219 23.1205 22.3527 21.8717
34.65522488 -9.594395901 0.48 25.2845 23.4443 21.9494 21.1544 20.7079
34.81868342 -9.593409793 0.63 26.5029 24.4525 22.9032 21.8126 21.2954
34.42562162 -9.593223682 0.53 25.4498 24.1321 22.7921 22.0623 21.5804
34.03785427 -9.591738907 0.51 26.1162 24.1221 22.7428 21.8363 21.4226
34.14319453 -9.592223807 0.51 25.3209 23.5073 22.0657 21.188 20.7259
34.29975592 -9.5906245 0.73 25.8165 24.6845 23.4067 22.2091 21.7473
34.30300943 -9.590743782 0.75 26.3842 24.5387 22.8227 21.572 20.8951
34.14366643 -9.589951105 0.85 99.0 25.1381 23.1327 21.8449 20.8748
34.20318516 -9.589821776 0.58 25.8293 23.7451 22.2046 21.1792 20.7554
34.10143863 -9.588558139 0.9 25.6377 24.9625 23.7519 22.4737 21.815
34.05452988 -9.588592951 0.55 27.821 24.2636 22.7855 21.812 21.3787
34.88982112 -9.588201706 0.48 24.4429 22.8573 21.4031 20.7006 20.2528
34.03019774 -9.587425166 0.63 25.8135 24.1416 22.7597 21.6557 21.1825
34.30008791 -9.586080018 0.85 25.4768 24.6995 23.2895 21.9921 21.421
34.82782731 -9.587075462 0.53 25.0871 23.1836 21.6738 20.7485 20.3494
34.4734529 -9.5858003 0.66 26.7818 24.7091 23.0213 21.8876 21.3705
34.06709958 -9.585542924 0.58 25.9837 23.8076 22.3243 21.3009 20.8663
34.47690007 -9.585665953 0.31 23.7225 21.9964 20.5721 20.064 19.7435
34.18159877 -9.584046293 0.47 25.4308 24.1778 22.8168 22.0748 21.9327
34.44471692 -9.58442142 0.39 24.2198 22.9294 21.7503 21.2516 20.7755
34.72980697 -9.582562369 0.93 25.4951 25.0115 23.664 22.4624 21.8775
34.51872636 -9.584172767 0.16 23.3421 21.8315 21.0014 20.6043 20.2642
34.02082676 -9.582105465 0.58 26.1265 23.7019 22.1433 20.9867 20.4992
34.5413871 -9.582429116 0.59 26.0211 23.7361 22.2954 21.1932 20.745
34.56802792 -9.581096917 0.13 23.4367 21.9896 21.2464 20.8808 20.619
34.02833561 -9.579396447 0.54 27.0625 24.5211 22.9209 21.9067 21.4809
34.88379809 -9.579338246 0.43 25.3858 23.6689 22.1592 21.5017 21.1224
34.899416 -9.579120629 0.72 25.4347 24.2153 22.9943 21.8244 21.3037
34.0304502 -9.578899901 0.55 27.6782 24.5372 23.0526 22.0197 21.5801
34.02171476 -9.578323553 0.54 26.8144 24.0924 22.5999 21.5367 21.1468
34.65151583 -9.577859094 0.45 25.898 24.0405 22.622 21.9317 21.4607
34.2238923 -9.578476058 0.62 25.958 24.2592 22.6209 21.6291 21.1598
34.22785059 -9.576937165 0.55 25.3724 24.0284 22.7142 21.8982 21.4945
34.15627325 -9.575663971 0.94 26.2099 25.4353 23.5297 22.2637 21.6277
34.26793797 -9.574667037 0.61 27.1133 24.4758 23.0092 21.8083 21.304
34.22853311 -9.574330167 0.54 27.4688 24.0006 22.34 21.502 21.1252
34.02374923 -9.573363531 0.55 27.1762 24.8028 23.3528 22.3345 21.8188
34.29556845 -9.57433186 0.28 24.3483 22.9789 21.9209 21.4724 21.1583
34.18759747 -9.573616504 0.64 24.3229 23.2025 22.0348 21.0712 20.7083
34.86159704 -9.571756164 0.69 99.0 25.1837 23.5382 22.2725 21.7111
34.11136393 -9.572451738 0.77 26.3112 24.4789 22.6341 21.4916 20.745
34.24812475 -9.573040391 0.25 22.6299 21.3338 20.4523 19.9628 19.6746
34.54866806 -9.571425301 0.46 26.3034 24.2852 22.864 22.1053 21.7758
34.16840676 -9.571392931 0.69 99.0 24.4694 22.6046 21.442 20.9497
34.28314879 -9.571193872 0.46 25.1133 23.149 21.6619 20.9962 20.5927
34.04194875 -9.569979943 0.5 25.806 23.5461 21.9111 20.9086 20.4704
34.72972711 -9.569988494 0.32 23.7866 21.9434 20.5684 20.0386 19.7122
34.50366594 -9.568416336 0.56 25.1174 23.6836 22.3462 21.5022 20.9993
34.74288048 -9.569432916 0.46 24.103 22.6921 21.3031 20.7098 20.2238
34.31762251 -9.56709463 0.24 25.3755 23.8142 22.6211 22.2027 22.011
34.61594703 -9.566489965 0.37 25.5918 24.1973 22.8312 22.3363 22.0848
34.17569368 -9.565949819 0.67 99.0 24.9228 23.3169 22.1091 21.5088
34.24408793 -9.566131013 0.7 25.9697 24.4854 22.9586 21.7732 21.2684
34.44395762 -9.566065186 0.62 99.0 24.2838 22.748 21.5194 21.1097
34.42121161 -9.564672299 0.61 99.0 24.9404 23.3419 22.2541 21.7309
34.10001737 -9.565303757 0.35 24.2887 22.2552 20.8367 20.3117 19.9602
34.05035794 -9.563545217 0.46 26.9712 24.285 22.8704 22.113 21.7483
34.64943638 -9.563525333 0.46 26.0814 24.4787 23.105 22.4436 22.0536
34.0568461 -9.562805041 0.7 27.2108 24.4311 22.7871 21.5173 20.9181
34.0355394 -9.562470601 0.54 26.2145 24.1556 22.7668 21.7889 21.3768
34.52721961 -9.560891222 0.25 23.9399 22.6354 21.6641 21.2746 21.0175
34.13503985 -9.560751595 0.59 26.2621 24.9237 23.282 22.4825 21.9533
34.02590521 -9.560289396 0.55 26.0049 24.2314 22.9395 22.0167 21.5753
34.04479914 -9.560549965 0.55 26.0935 23.8182 22.3799 21.4521 21.0382
34.07072147 -9.558828815 0.56 25.8213 24.5257 22.9381 22.0984 21.7699
34.3553986 -9.55816426 0.47 26.1614 24.2502 23.1819 22.4491 22.0604
34.10208357 -9.557602076 0.87 26.358 25.509 23.721 22.3592 21.7397
34.05404235 -9.557233095 0.65 26.7436 24.8406 23.3703 22.2629 21.7063
34.23047665 -9.557515429 0.55 99.0 24.4812 23.0007 21.9595 21.5516
34.28372441 -9.557354028 0.45 24.3881 22.5051 21.0869 20.2921 20.0031
34.05065659 -9.55659348 0.7 24.5312 23.6436 22.3912 21.3656 20.9774
34.95721889 -9.554823835 0.51 25.8984 24.4964 23.1686 22.3842 22.0688
34.85201808 -9.554330758 0.68 27.1837 25.1278 23.4843 22.2728 21.7512
34.66270341 -9.554246675 0.54 99.0 24.1919 22.6946 21.716 21.2521
34.55849301 -9.553347571 0.51 24.9678 23.4387 21.9451 21.2262 20.7082
34.94855694 -9.552627567 0.47 25.8348 24.338 22.822 22.1256 21.7853
34.73314742 -9.553197111 0.56 26.0534 24.4687 22.9546 22.1178 21.6103
34.50670625 -9.55334538 0.29 23.8937 22.5327 21.5922 21.0801 20.703
34.27167167 -9.551848399 0.88 24.5876 23.8877 22.7165 21.7183 21.0039
34.94259944 -9.550857031 0.74 25.4536 24.5192 23.3608 22.2709 21.8113
34.25532674 -9.550637447 0.27 24.6854 23.0336 21.8081 21.3323 21.0596
34.08499053 -9.551017443 0.57 24.8965 23.0066 21.5216 20.4677 20.0786
34.19923088 -9.550215485 0.82 99.0 25.1687 23.2561 22.0752 21.175
34.08269338 -9.549335081 0.82 25.8141 24.7198 23.0225 21.7553 21.1267
34.02414063 -9.548981539 0.77 27.3723 24.2376 22.3907 21.1449 20.3818
34.39012897 -9.549410995 0.41 23.4357 22.0994 20.7903 20.2401 19.8554
34.86605416 -9.548772051 0.56 26.4336 24.0441 22.9841 21.9058 21.4202
34.16130564 -9.547200494 0.72 26.2653 24.6386 23.4641 22.1449 21.5081
34.47987904 -9.546743363 0.75 25.7131 24.3023 22.6778 21.4307 20.9068
34.21785021 -9.545178685 0.96 25.8593 25.2027 23.1426 22.0305 21.3005
34.46193053 -9.546893338 0.07 22.484 21.0942 20.4333 20.1442 19.9048
34.49396407 -9.546697048 0.95 23.3221 22.8022 21.705 20.5687 19.8416
34.11491573 -9.545665418 0.87 24.6253 23.7524 22.1544 20.9348 20.1843
34.55795642 -9.544231282 0.71 27.093 24.9571 23.4115 22.0601 21.5188
34.65306778 -9.545073869 0.38 24.329 22.9243 21.6986 21.1933 20.7391
34.61859635 -9.544763479 0.22 22.5654 20.9103 19.8851 19.4272 19.1367
34.20874979 -9.542471258 0.66 24.9817 23.8939 22.5012 21.5831 21.0846
34.54593323 -9.539512092 0.8 26.2325 24.7195 23.1507 21.936 21.1738
34.16068251 -9.53754882 0.9 25.3969 24.6937 23.4173 22.1479 21.4292
34.05143923 -9.53684255 0.82 26.4611 25.2062 23.4701 22.1445 21.5189
34.28178392 -9.537348343 0.43 25.498 23.1907 21.6572 21.0308 20.6302
34.82505266 -9.537025698 0.61 25.5817 24.3813 22.9415 22.1499 21.5633
34.95042302 -9.53635743 0.93 25.5298 24.5935 22.7837 21.5435 20.7172
34.63479842 -9.537547008 0.15 22.0207 20.5031 19.673 19.2818 18.9474
34.61555896 -9.535205984 0.86 25.4885 24.7467 23.39 22.1411 21.5557
34.37740695 -9.535120288 0.46 26.1453 23.6655 22.2009 21.4633 21.0141
34.79992111 -9.53393749 1.24 24.9656 24.0661 23.2555 22.0844 21.1142
34.44185974 -9.532925725 0.35 25.886 24.0294 22.5298 22.0057 -99.0
34.70962941 -9.533370081 0.39 23.3081 22.0861 20.9057 20.3949 19.978
34.26161095 -9.532466749 0.73 25.1619 24.0612 23.0631 21.8765 21.4779
34.3055063 -9.533047104 0.29 23.6694 22.0128 20.7169 20.216 19.8657
34.66195859 -9.531604435 0.7 26.5019 24.966 23.628 22.4163 21.9088
34.37012562 -9.531047602 0.77 26.9708 25.2855 23.8226 22.4602 21.7262
34.32718682 -9.53117609 0.51 -99.0 23.1094 21.6755 20.8749 20.4351
34.06475148 -9.530053914 0.79 25.601 24.5628 23.0701 22.1467 21.5179
34.5617137 -9.532612929 0.46 24.7991 22.6095 21.0484 20.1383 19.6786
34.66746548 -9.530310874 0.68 26.0861 24.4634 22.8826 21.7269 -99.0
34.10236982 -9.52993534 0.6 26.8898 24.155 22.6634 21.4968 20.999
34.10094452 -9.531764844 0.58 24.6309 22.5773 21.1442 20.0987 19.629
34.42884421 -9.529525962 0.3 25.6726 23.6948 22.618 22.1119 21.8019
34.28807966 -9.528197051 0.66 23.7117 22.3587 21.2177 20.1489 19.6169
34.21528305 -9.525533444 0.9 25.1372 24.4227 23.0097 21.8041 21.0701
34.16203115 -9.524712517 0.44 25.8882 24.1226 22.6115 21.9691 21.5463
34.81121245 -9.524296239 0.7 99.0 25.1197 23.5486 22.3546 21.5729
34.32545505 -9.522956928 0.77 26.3604 25.0741 23.6341 22.382 21.7488
34.58839898 -9.524283804 0.32 24.0316 22.2267 20.8392 20.2803 19.9334
34.4523548 -9.52261858 0.48 25.6047 24.24 22.822 22.1534 21.7905
34.92205309 -9.523696319 0.53 24.4376 22.7128 21.2287 20.4513 19.9465
34.31361956 -9.522303107 0.23 25.0891 23.6347 22.5713 22.1651 21.9136
34.70081419 -9.522414194 1.02 25.2126 24.963 23.583 22.4465 21.6947
34.81101546 -9.521250624 0.83 25.6719 24.3581 22.7505 21.7484 20.8591
34.92759904 -9.520805609 0.44 25.328 23.472 22.0351 21.411 20.9068
34.75273695 -9.519304408 0.62 25.6179 24.23 22.8985 21.9308 21.448
34.23984433 -9.518979546 0.92 26.5766 25.4474 23.1335 21.8814 20.9758
34.86442067 -9.517932046 0.25 25.3581 23.9182 22.8132 22.3813 22.2036
34.92913377 -9.517644144 0.83 25.3685 24.1174 22.3581 21.069 20.3716
34.45550752 -9.516568776 0.5 25.9564 24.4504 23.1458 22.4241 21.9826
34.83091576 -9.517462447 0.5 24.807 23.4867 22.0927 21.4398 20.9749
34.85737191 -9.515666024 0.52 25.9607 23.3584 21.8413 20.8894 20.4034
34.34934464 -9.513556379 0.65 25.7175 23.7574 22.2586 21.0785 20.5893
34.91299565 -9.512134333 0.77 26.4741 25.0062 23.4749 22.2917 21.5999
34.04452898 -9.511507222 0.77 26.6107 24.8505 23.1457 21.952 21.278
34.49667022 -9.512201025 0.45 23.8359 22.1918 20.7628 20.143 19.7002
34.86167507 -9.508475959 0.55 24.7706 23.506 22.107 21.3262 20.8982
34.39823707 -9.507300289 0.56 26.013 24.0805 22.6313 21.5938 21.2012
34.58443644 -9.507827267 0.75 24.7341 23.6833 22.6565 21.5348 20.9918
34.09134502 -9.507599611 0.65 25.9765 23.9824 22.3646 21.2624 20.7382
34.20396155 -9.50683083 0.4 24.7792 22.585 21.1178 20.4713 20.1051
34.04055239 -9.504216966 0.76 26.5466 24.7296 23.2061 22.028 21.2144
34.3776775 -9.504208543 0.36 23.8287 22.327 21.0399 20.4675 20.1463
34.20473789 -9.502642581 0.86 25.2499 24.265 23.2516 22.1936 21.3703
34.46106234 -9.499489788 0.7 27.7206 24.6983 23.0772 21.7375 21.175
34.25622694 -9.497312954 0.8 25.4832 24.4827 23.1505 22.0032 21.3769
34.02981671 -9.496450057 0.41 25.109 23.8052 22.5434 22.0229 21.6412
34.89898683 -9.497166424 0.47 24.7256 22.7312 21.2455 20.525 20.105
34.32099943 -9.496148788 0.7 24.6235 23.665 22.4606 21.4564 21.0159
34.43738229 -9.496511718 0.58 25.9287 23.3184 21.719 20.6159 20.1389
34.87917236 -9.494805127 0.79 25.1489 24.192 23.0006 21.6562 21.1407
34.36581697 -9.494217202 0.5 26.4553 24.429 23.0809 22.2392 21.7407
34.79234256 -9.494553225 0.8 25.7216 24.3838 22.7871 21.5318 20.8341
34.90329618 -9.494332635 0.41 25.883 23.5784 22.1809 21.4693 21.1403
34.41819658 -9.493881059 0.55 26.3304 24.2962 23.2405 22.3142 21.6979
34.43256522 -9.493293036 0.25 24.2924 22.7402 21.5924 21.1297 20.8113
34.58420362 -9.492650472 0.36 24.4581 23.1887 21.9668 21.5016 21.2127
34.74506204 -9.490256392 0.74 26.397 24.982 23.4233 22.2264 21.6742
34.94669406 -9.489850911 0.21 23.8448 22.3519 21.3552 20.9214 20.6324
34.67945656 -9.490148749 0.81 26.4405 24.9153 23.0322 21.7953 21.0831
34.17096313 -9.489299038 0.75 27.3743 25.3825 23.7541 22.4975 21.7175
34.07374973 -9.48894275 0.47 25.6169 24.0648 22.6987 22.0095 21.6408
34.84711842 -9.4888257 0.8 25.6317 24.4707 23.0333 21.7567 21.0672
34.35466014 -9.489293446 0.49 24.7891 23.0456 21.679 20.89 20.5357
34.74584529 -9.488591964 0.55 25.3544 23.7184 22.3024 21.4078 20.9757
34.64252362 -9.487709589 0.77 25.4301 24.4062 23.0529 21.8973 21.3561
34.10050756 -9.486912453 0.63 25.5976 24.0025 22.5193 21.4831 21.0115
34.97309168 -9.485673523 0.53 25.0743 23.524 22.0643 21.2276 20.839
34.50453172 -9.485238207 0.58 26.4595 24.6454 23.3119 22.2743 21.8369
34.47650019 -9.484350362 0.59 25.9306 24.1207 22.7146 21.6589 21.2094
34.46934479 -9.48412376 0.62 26.0017 24.3435 22.8603 21.8152 21.3669
34.93273697 -9.483581984 0.77 25.9997 24.3437 22.6169 21.3464 20.6457
34.94964648 -9.482687259 0.92 24.7594 24.1408 23.0914 21.9414 21.2694
34.71854103 -9.48299114 0.27 23.324 21.79 20.6499 20.1146 19.7681
34.81804311 -9.482152648 0.69 25.0282 23.8422 22.5845 21.4853 21.0293
34.51281714 -9.479851428 0.59 25.8662 24.1535 22.6551 21.6589 21.213
34.3108229 -9.480433227 0.63 26.1061 24.0004 22.4267 21.282 20.8387
34.45185285 -9.47965905 0.54 99.0 24.2012 22.7285 21.7373 21.3512
34.95489726 -9.479244402 0.52 99.0 24.3948 22.8688 21.9979 21.5946
34.4189851 -9.479029296 0.6 25.7584 24.5525 23.2218 22.3645 21.9145
34.64756375 -9.47888531 0.55 25.0752 23.5839 22.2231 21.3312 20.9551
34.74405257 -9.478182581 0.75 99.0 25.4394 23.7525 22.4397 21.6748
34.48793678 -9.476177554 0.55 25.9515 24.574 23.1117 22.2668 21.9438
34.13901179 -9.47636211 0.85 26.3831 25.1435 23.6575 22.391 21.5243
34.05590975 -9.476436291 0.71 26.3852 24.327 22.7225 21.4668 20.812
34.51196796 -9.475464394 0.53 99.0 24.3611 23.0019 21.9996 21.6159
34.50065078 -9.47583334 0.68 24.4995 23.6144 22.149 21.2327 20.7936
34.54209947 -9.474157808 0.49 25.3959 23.63 22.2389 21.5426 21.0466
34.3903697 -9.473934847 0.38 25.47 23.225 21.8135 21.3042 20.9731
34.05192608 -9.473445543 0.76 25.8346 24.3907 22.9469 21.6345 20.9654
34.75065884 -9.471837834 0.72 25.8497 24.3997 23.0875 21.7387 21.2789
34.76805966 -9.470660034 0.44 24.862 23.3189 21.995 21.4151 20.9697
34.76310412 -9.469695843 0.81 26.1859 25.2125 23.7638 22.4535 21.9044
34.42494922 -9.469505137 0.9 25.856 24.9462 23.5379 22.3287 21.4543
34.7344983 -9.468659003 0.2 25.3355 23.5027 22.566 22.1452 21.8915
34.20800296 -9.468584739 0.75 27.4262 24.9812 23.3786 22.0224 21.1811
34.65703593 -9.469042929 0.61 24.2455 23.0236 21.827 20.9038 20.4724
34.75076052 -9.467877478 0.68 26.1747 24.6261 23.105 22.0981 21.42
34.35584689 -9.467588502 0.46 26.9625 24.0229 22.6114 21.9799 21.6332
34.35149086 -9.466573325 1.0 26.0177 25.3338 23.4085 22.151 21.3746
34.55638967 -9.466087475 0.94 26.3819 25.5644 23.6308 22.3798 21.6826
34.49355462 -9.466069957 0.58 25.3419 24.0417 22.8203 21.9363 21.5288
34.51050373 -9.467009548 0.59 25.631 23.483 21.9705 20.9137 20.5081
34.07173406 -9.465061978 0.62 26.0265 24.4261 22.9281 21.9562 21.4349
34.90156816 -9.465224908 0.31 24.4843 22.7162 21.3809 20.8319 20.4764
34.16156891 -9.462983747 0.56 25.9146 24.6583 23.2753 22.4349 22.1045
34.85311645 -9.463488539 0.25 23.487 21.9468 20.8334 20.3329 19.9989
34.2795975 -9.462349726 0.36 25.6323 24.2703 23.0147 22.4583 22.2298
34.26753428 -9.462304843 0.73 26.0551 24.8367 23.6947 22.4796 21.9439
34.60970051 -9.462177907 0.91 25.3551 24.4024 23.3908 22.4125 21.372
34.33009362 -9.463605034 0.32 23.053 21.1492 19.8247 19.3151 18.9688
34.74129915 -9.462182191 0.59 27.086 24.8462 23.3771 22.2733 21.8532
34.55794155 -9.461771933 0.79 99.0 25.5772 23.6361 22.4579 21.7392
34.10875662 -9.462077266 0.78 25.2737 24.0736 22.6861 21.3915 20.7882
34.65452568 -9.462224801 0.63 25.338 23.5188 22.0583 20.9574 20.4768
34.93424741 -9.459982927 0.69 26.4951 24.627 23.224 22.0185 21.3994
34.71083457 -9.459036472 0.85 26.0479 24.9726 23.213 21.9789 21.3034
34.71300304 -9.459619834 0.27 24.3046 22.6554 21.5028 20.9892 20.6619
34.84567571 -9.457264095 0.74 27.374 25.0774 23.3922 22.0903 21.3718
34.26075065 -9.457398123 0.45 26.0846 23.7029 22.1509 21.4748 21.0529
34.90840396 -9.457149609 0.87 25.0018 24.1157 22.7079 21.6351 20.8017
34.69765272 -9.456224885 0.38 26.2407 23.891 22.5263 22.0269 21.6429
34.1433654 -9.456420278 0.53 25.7595 23.7187 22.1362 21.2916 20.8702
34.36351437 -9.455649472 0.81 26.2244 24.8304 23.0902 21.9168 21.2379
34.36691827 -9.455405846 0.66 99.0 24.9717 23.338 22.1278 21.6165
34.60815173 -9.454844539 0.57 26.2022 24.3415 22.8416 21.8513 21.3806
34.34087123 -9.454918399 0.26 25.285 23.7559 22.6245 22.1722 21.8257
34.07829731 -9.453388806 0.84 99.0 25.8336 23.6482 22.4586 21.6797
34.19504499 -9.453918205 0.46 24.2767 22.9525 21.6475 21.0398 20.6413
34.52585185 -9.454383317 0.65 25.8744 24.3315 22.9875 21.9363 21.3919
34.51761977 -9.452896122 0.65 26.4 24.6657 23.4635 22.386 21.7321
34.3837734 -9.453183987 0.37 25.5121 23.6056 22.0653 21.4537 21.1111
34.96265024 -9.45162336 0.55 26.3261 23.9891 22.4565 21.3241 20.8561
34.35564654 -9.451336811 0.41 26.0267 24.2268 22.7796 22.1229 21.8123
34.37106615 -9.451036963 0.61 26.3951 24.7058 23.1981 22.1462 21.7345
34.21546006 -9.450683457 0.46 26.579 23.9846 22.4509 21.7821 21.3017
34.49122251 -9.450093758 0.39 25.0932 23.6222 22.3298 21.779 21.3922
34.49946774 -9.449659771 0.68 25.2854 24.0642 22.793 21.7273 21.2633
34.09990982 -9.449275412 0.62 26.0856 23.8829 22.3191 21.1832 20.6841
34.32089626 -9.448897006 0.45 25.7451 23.2284 21.6944 21.0904 20.7035
34.9171615 -9.44832625 0.52 25.4569 23.5298 22.066 21.1651 20.7211
34.59907506 -9.448229958 1.31 25.1529 24.7626 23.7674 22.4516 21.4762
34.6458509 -9.447316966 0.48 26.553 24.386 22.9637 22.2421 21.8196
34.17939858 -9.446639519 0.65 26.3583 24.8988 23.4605 22.4386 21.9236
34.19750374 -9.446792346 1.0 24.8811 24.2857 23.1381 22.2443 21.4167
34.85097047 -9.446986722 0.51 25.0464 23.5972 22.3152 21.5536 21.1276
34.43315974 -9.44640365 0.88 24.0868 23.2923 21.8883 20.7274 19.9436
34.76432025 -9.445063724 1.07 25.3833 24.5553 23.4441 22.444 21.3994
34.25694666 -9.445072178 0.44 25.7939 24.1967 22.6999 22.0923 21.735
34.72880945 -9.444398702 0.46 26.3052 24.07 22.4291 21.6456 21.1616
34.48956294 -9.444462302 0.31 23.9413 22.297 21.0741 20.5252 20.1783
34.76037798 -9.4442709 0.25 23.9569 22.5959 21.6351 21.2151 20.9039
34.28113465 -9.443832956 0.44 25.4697 23.6423 22.1375 21.4655 21.1038
34.17781994 -9.44352303 0.61 25.9118 24.0113 22.5194 21.4266 21.0158
34.58410915 -9.443735102 0.79 25.412 24.4594 22.926 21.7822 21.2742
34.7670265 -9.442491029 0.83 25.4456 24.3377 23.2687 22.218 21.4207
34.77547978 -9.440932993 0.8 25.968 24.805 23.5108 22.3296 21.6028
34.25499232 -9.440692363 0.36 25.9786 24.0112 22.6188 22.0031 21.6535
34.49652423 -9.441546977 0.36 23.607 22.3131 21.1422 20.6397 20.276
34.08932289 -9.440259762 0.48 24.4047 23.0982 21.7791 21.1403 20.7463
34.1169941 -9.439034236 0.67 26.3809 24.5262 23.1091 21.8574 21.3923
34.08316622 -9.438887278 0.47 25.168 23.6707 22.3873 21.7331 21.3292
34.1951813 -9.438223089 0.52 99.0 24.4675 23.0354 22.1609 21.6385
34.05462052 -9.436264894 0.46 25.5924 24.2961 23.0126 22.4466 22.0457
34.29240156 -9.436593873 0.78 26.4461 24.9031 23.4142 22.2382 21.455
34.08651207 -9.436495021 0.56 25.1452 24.1027 22.6908 21.988 21.5715
34.69741685 -9.437159374 0.93 25.8691 24.8903 22.8282 21.5984 20.758
34.90613913 -9.435264546 0.75 99.0 25.1208 23.341 22.1165 21.3818
34.16416962 -9.433737722 0.32 24.7795 23.0766 21.8181 21.2785 20.9557
34.34717124 -9.433118645 0.33 24.4482 22.5463 21.167 20.6188 20.2734
34.84336151 -9.43101487 0.85 25.5935 24.6422 23.336 22.1346 21.3874
34.93074441 -9.43162169 0.48 24.9119 22.8891 21.4864 20.7106 20.2845
34.68145886 -9.431633625 0.29 23.7743 21.9968 20.7575 20.2927 19.9833
34.91234165 -9.431042976 0.8 26.3953 25.0102 23.4388 22.2522 21.519
34.88240607 -9.429917609 0.75 99.0 24.9593 23.1099 22.0112 21.2631
34.38711645 -9.429753896 0.61 26.0073 24.4525 23.064 22.0377 21.6052
34.88726341 -9.429280208 0.54 25.0454 23.0627 21.495 20.6161 20.1768
34.47041985 -9.430785228 0.32 23.213 21.8341 20.722 20.2042 19.8418
34.38173327 -9.428447367 0.57 25.4944 24.3238 23.0413 22.2245 21.8965
34.1242479 -9.427915291 0.39 24.9726 23.2012 21.7827 21.1948 20.778
34.61133569 -9.426529782 0.83 99.0 25.7277 23.7019 22.4417 21.6179
34.48697233 -9.426341559 0.69 25.4778 24.2339 23.2479 22.23 21.7528
34.51972967 -9.426316487 0.69 25.6779 24.3763 22.8906 21.7413 21.3344
34.70613458 -9.425434856 0.83 99.0 25.7615 23.7494 22.4744 21.6209
34.2119711 -9.424683023 0.57 26.0218 24.6031 23.2849 22.4264 21.9592
34.5205074 -9.424767055 0.57 27.1137 24.7927 23.35 22.302 21.8054
34.80956525 -9.422817267 0.78 25.7216 23.9966 22.2839 21.0725 20.1745
34.20257509 -9.420850908 0.53 27.7575 24.6342 23.0977 22.189 21.7196
34.51614218 -9.422065426 0.74 99.0 24.1462 22.3593 21.0112 20.4101
34.08831917 -9.42078287 0.71 25.8109 23.2172 22.0609 20.5976 19.8893
34.51269155 -9.420122566 0.69 26.167 24.6066 23.3153 22.1174 21.5885
34.35537738 -9.419495307 0.39 25.076 23.0315 21.5117 20.8684 20.5089
34.28372762 -9.418556136 0.68 25.0895 23.9304 22.739 21.5433 21.2965
34.23390217 -9.41890627 0.49 25.0385 23.0316 21.4806 20.793 20.3105
34.2681429 -9.418564976 0.5 23.9808 22.7445 21.3991 20.7704 20.319
34.51903051 -9.416350369 0.64 26.4596 24.2371 22.945 21.6682 21.1702
34.78553644 -9.415675875 0.32 23.9558 22.0728 20.7531 20.2276 19.867
34.85848452 -9.416244425 0.76 24.6114 23.6801 22.5032 21.2821 20.8224
34.79296815 -9.414696791 1.05 25.6442 25.0305 23.5564 22.3966 21.4696
34.32272421 -9.414941079 0.69 25.1052 23.6907 22.3827 21.2354 20.6905
34.10474337 -9.4123092 0.67 24.4805 23.2365 22.1579 21.1435 20.6498
34.27707604 -9.41108455 0.78 27.7779 24.6792 22.8104 21.4256 20.7377
34.17746666 -9.41067805 0.44 24.2801 22.8494 21.5479 20.9679 20.5357
34.10096236 -9.407377245 0.36 25.0382 23.657 22.5108 21.9706 21.6125
34.96346759 -9.406469286 0.37 24.0902 22.778 21.5729 21.0818 20.6847
34.08164299 -9.404270898 0.44 99.0 24.2779 22.7984 22.192 21.9166
34.03275667 -9.40447764 0.71 99.0 25.0417 23.2882 22.0347 21.4711
34.14022184 -9.40438293 0.88 24.7886 23.9867 22.9034 21.7511 21.0211
34.27284567 -9.404012812 0.57 25.5902 24.2929 22.8049 21.9993 21.55
34.30271488 -9.40468335 0.41 26.0611 23.8118 22.312 21.6545 21.2955
34.51953257 -9.403077848 0.6 99.0 24.6118 23.1628 21.9797 21.5145
34.25832593 -9.40394398 0.74 24.6469 23.8545 22.517 21.4795 21.0568
34.05709693 -9.401933784 0.55 27.5456 23.8909 22.481 21.5546 21.1391
34.41890157 -9.401022874 0.75 25.2298 24.0105 22.948 21.5701 21.0638
34.35430975 -9.39888668 0.39 26.1625 24.1202 22.5955 21.9954 21.5377
34.35812378 -9.399324735 0.46 25.6975 23.3056 21.7248 20.9869 20.5889
34.56085142 -9.398312319 0.52 27.0202 24.211 22.8281 21.8935 21.3629
34.18493982 -9.396391933 0.47 25.7228 23.6774 22.2209 21.5341 21.0817
34.3066834 -9.394683145 0.55 26.7363 24.2099 22.7384 21.6197 21.19
34.25235603 -9.394507209 0.57 24.7187 23.4273 22.1863 21.3622 20.9028
