#  RA   Dec   redshift   u    g   r   i   z
34.68746618 -8.24779984 0.66 27.3683 25.3161 23.7014 22.4581 22.091
34.52113999 -8.247891939 0.59 25.044 23.6611 22.2947 21.3531 20.931
34.42798358 -8.247743356 0.45 25.2792 22.8946 21.4051 20.609 20.271
34.78914691 -8.246422124 0.81 25.6246 24.6379 23.5499 22.2309 21.6362
34.63372268 -8.245125116 0.73 25.5684 24.2575 22.8297 21.5018 21.106
34.45058045 -8.244320542 0.58 26.3385 24.0898 22.7228 21.5996 21.249
34.10782418 -8.244004846 0.64 26.2598 24.3854 23.3751 22.3427 21.505
34.76614121 -8.244477179 0.69 24.5166 23.4797 22.3082 21.2653 20.8889
34.78023744 -8.244503538 0.66 26.2434 23.6511 22.1096 20.8544 20.3239
34.09855474 -8.242800061 0.68 26.9756 24.8539 23.3235 22.0673 21.5247
34.671912 -8.242631756 1.19 25.9677 25.3997 23.8133 22.4589 21.525
34.26232816 -8.243582283 0.34 23.8014 22.1216 20.7616 20.1976 19.9279
34.96875958 -8.241444341 0.85 26.8794 25.3274 23.314 22.1301 21.1737
34.66176072 -8.240513989 0.59 25.1308 23.7013 22.4259 21.4898 21.0189
34.46363478 -8.24019811 0.47 25.5249 24.2437 23.0161 22.3897 22.0398
34.54185799 -8.241811907 0.21 23.4146 21.8719 20.8866 20.4088 20.1556
34.24496854 -8.239970215 0.26 24.3608 22.7409 21.5527 21.0581 20.7885
34.77974576 -8.242190084 0.17 22.8687 21.4015 20.5098 20.1121 19.8493
34.67756267 -8.239700023 0.56 25.7085 24.187 22.7909 21.9027 21.4657
34.22337066 -8.240555556 0.33 23.6447 21.6458 20.2994 19.7527 19.5265
34.83659366 -8.23938124 0.75 26.103 24.5781 23.1962 21.9141 21.1905
34.96855281 -8.238696552 0.38 24.033 22.4557 21.0191 20.4517 20.1662
34.26515357 -8.237918494 0.3 25.756 24.1031 23.0197 22.4571 22.1683
34.22116455 -8.237234781 0.34 25.2098 23.5641 22.1324 21.6407 21.3921
34.2810337 -8.236783527 0.48 26.2114 24.5879 23.2435 22.4897 22.1844
34.21126023 -8.23666591 0.75 25.1527 24.2915 23.0462 21.9678 21.5291
34.55605951 -8.236209811 0.63 99.0 -99.0 23.1815 21.9346 21.5422
34.51976894 -8.235699876 0.58 26.3714 24.724 23.3022 22.3291 21.9085
34.37172342 -8.235619406 0.61 99.0 25.1892 23.4831 22.3363 22.0294
34.71403562 -8.236369071 0.7 99.0 24.9855 23.6874 22.4534 21.77
34.59610827 -8.235199707 0.7 27.0192 25.1214 23.4534 22.2434 21.7175
34.89212111 -8.234923845 0.54 26.6115 23.8979 22.4466 21.3854 20.9403
34.74514035 -8.233909801 0.52 26.0991 23.4742 21.9638 20.9316 20.543
34.13871886 -8.233076756 0.52 27.2794 24.6759 23.5067 22.3956 22.2022
34.22763117 -8.231961468 0.3 24.5188 22.8078 21.5054 20.9555 20.694
34.52265089 -8.230298288 0.82 25.8613 24.9868 23.849 22.4956 21.9691
34.5603425 -8.229487726 0.34 24.5009 22.8542 21.5127 20.9581 20.6507
34.38259673 -8.231786644 0.32 24.1937 22.7073 21.5238 20.9807 20.6771
34.37113256 -8.229080895 0.63 99.0 24.3669 22.7835 21.6083 21.1286
34.31900621 -8.228577943 0.72 25.4785 24.3858 23.1019 21.9149 21.4934
34.84490786 -8.227948787 0.84 99.0 25.0919 23.0558 21.7453 20.8926
34.85043785 -8.227373991 0.56 25.083 23.4445 22.0307 21.0887 20.6922
34.2154541 -8.227022929 0.48 27.2044 24.2797 22.7916 22.0808 21.5867
34.68985827 -8.227269398 0.72 25.3604 24.3364 22.8563 21.8215 21.3185
34.25405137 -8.225832748 0.29 25.3373 23.9079 22.7673 22.3018 22.0665
34.69587058 -8.225743941 0.64 99.0 24.1606 22.5884 21.3381 20.8816
34.22403345 -8.224827835 0.32 25.259 23.2759 21.998 21.4576 21.2474
34.23330063 -8.224684284 0.31 24.9549 22.9434 21.6825 21.1793 20.9696
34.84437794 -8.22412529 0.8 26.7244 25.1517 23.343 22.1267 21.4555
34.55501626 -8.223765799 0.58 99.0 25.2108 23.552 22.4845 22.135
34.73688921 -8.224621662 0.52 24.0541 22.6219 21.3001 20.4647 20.1482
34.59281784 -8.224801453 0.74 99.0 24.7697 23.0094 21.6114 21.0783
34.22711031 -8.222389281 0.21 24.6363 23.1495 22.0938 21.6484 21.5466
34.13799213 -8.221687504 0.72 26.9779 25.0573 23.389 22.0401 21.5252
34.75229794 -8.221528337 0.48 26.6241 24.1994 22.5969 21.7957 21.3674
34.54965337 -8.219810067 0.53 24.9888 23.4441 21.9275 21.108 20.7022
34.19044612 -8.220463942 0.32 24.7097 22.9306 21.5782 21.0073 20.7194
34.15525443 -8.220982652 0.5 24.3848 22.7229 21.2611 20.4842 20.1122
34.28735627 -8.219766272 0.77 26.0091 24.5205 22.8638 21.4213 20.9568
34.49237323 -8.21931587 0.75 25.44 24.2549 23.2825 21.9688 21.4574
34.91064449 -8.218763567 0.33 23.9421 22.1254 20.759 20.1695 19.8261
34.20931063 -8.218498904 0.58 24.2304 23.0537 21.6495 20.7946 20.4187
34.25054309 -8.217280462 0.3 24.9184 23.1024 21.8689 21.3447 21.0665
34.2123299 -8.217732337 0.48 25.1574 22.6411 21.1614 20.2289 19.8756
34.72899083 -8.216281933 0.68 25.8667 24.7158 23.3247 22.3727 21.8111
34.96217879 -8.215165572 0.53 99.0 24.7295 23.4104 22.435 21.9611
34.19295606 -8.215812567 0.25 23.9237 22.3369 21.1952 20.7002 20.4367
34.55664161 -8.215187764 0.74 99.0 25.4355 23.8931 22.3531 21.7594
34.21589661 -8.214275333 0.49 24.9713 22.9565 21.5471 20.6824 20.3427
34.72375067 -8.214295671 0.5 25.6721 23.926 22.6581 21.8011 21.4665
34.17205145 -8.213059852 0.32 24.6737 22.9971 21.6933 21.1597 20.8507
34.49642519 -8.213250635 0.6 24.2343 23.0715 21.8303 20.9488 20.5727
34.93901055 -8.212452757 0.56 26.3202 23.5341 21.975 20.9005 20.481
34.21185774 -8.21230862 0.32 23.6919 22.0213 20.7269 20.1844 19.8904
34.149767 -8.212320685 0.75 27.2961 24.7009 22.951 21.49 20.9762
34.40795884 -8.211119616 0.65 99.0 24.8551 23.3983 22.0852 21.603
34.24919139 -8.210851138 0.3 25.2919 23.486 22.2262 21.7347 21.3933
34.17051322 -8.211165468 0.51 25.323 23.4416 21.9233 21.0352 20.6454
34.09243015 -8.21030751 0.49 25.362 23.3857 21.8538 21.0594 20.6944
34.1075473 -8.209846986 0.64 25.341 24.2369 23.0166 22.0508 21.7383
34.21886625 -8.209255415 0.34 24.5643 22.5484 21.2263 20.6677 20.3346
34.56344464 -8.208543423 0.21 23.0228 21.5005 20.4978 20.0005 19.7747
34.79144103 -8.206780988 0.52 25.7538 24.4639 23.2995 22.4964 22.2307
34.48450403 -8.207591073 0.6 26.0931 24.0258 22.7915 21.5632 21.2344
34.26381671 -8.207037798 0.75 24.3225 23.4113 22.2672 21.0412 20.6545
34.56466068 -8.206099077 0.66 25.1507 23.6861 22.134 21.0425 20.6241
34.18112725 -8.205557234 0.3 25.3759 23.8383 22.7466 22.2012 21.9087
34.1286534 -8.205527567 0.76 25.8547 24.4998 22.8749 21.6302 21.1133
34.56940076 -8.205636207 0.52 25.5752 23.1207 21.6154 20.496 20.0771
34.18271524 -8.204738095 0.48 25.6523 23.2827 21.6994 20.8181 20.4068
34.63447409 -8.202572989 0.51 25.2855 23.9609 22.5981 21.8805 21.4759
34.88240801 -8.201607354 0.54 99.0 24.4755 23.0958 22.0296 21.662
34.0990456 -8.202733494 0.73 26.4073 24.6672 23.1714 21.912 21.2667
34.3697631 -8.201651072 0.47 25.3728 23.1744 21.5883 20.6357 20.2613
34.47701963 -8.200681692 0.74 25.3799 24.2533 22.8287 21.5888 21.1662
34.48197378 -8.200664644 0.6 25.9537 23.8 22.3443 21.2061 20.837
34.6800241 -8.199678287 0.53 27.2048 24.9225 23.3506 22.393 21.9875
34.67874583 -8.19970059 0.47 25.4576 23.642 22.1366 21.3672 20.9609
34.42559901 -8.200471126 0.23 22.9509 21.5159 20.4917 20.0001 19.7568
34.30798186 -8.200663837 0.38 23.9183 22.3864 21.087 20.488 20.121
34.84585107 -8.198282524 0.88 25.3102 24.5176 23.1252 21.868 21.1467
34.75669556 -8.198126255 0.69 25.7086 24.4618 23.0826 21.9486 21.5293
34.33763298 -8.198292505 0.61 26.2651 23.3992 21.8641 20.6397 20.2363
34.19535979 -8.198553196 0.54 26.0776 23.1899 21.6495 20.6795 20.3278
34.44585415 -8.196582841 0.93 24.6137 24.0166 22.4674 21.3746 20.6507
34.35170193 -8.196325615 0.74 25.912 24.3545 22.7968 21.4597 20.9764
34.90322344 -8.194308286 0.99 99.0 25.8628 23.3753 22.1965 21.113
34.15107994 -8.195187077 0.29 24.1642 22.4658 21.2377 20.6859 20.468
34.2118117 -8.193693326 0.88 25.5179 24.9686 23.7286 22.4788 22.0088
34.78358661 -8.194331081 0.22 22.668 21.3486 20.4384 20.0528 19.8176
34.24502115 -8.193502447 0.55 23.6684 22.4302 21.0782 20.243 19.9207
34.26797197 -8.191641259 0.51 25.5619 23.5207 21.9737 21.1868 20.7986
34.896401 -8.1926113 0.53 24.0842 22.8498 21.4718 20.701 20.3728
34.22147841 -8.190945362 0.62 25.3133 23.7971 22.6554 21.5146 21.2085
34.53929179 -8.19086866 0.78 25.8641 24.5358 23.712 22.3996 21.7587
34.24032997 -8.189715634 0.49 25.7442 23.8217 22.4832 21.69 21.1589
34.23267481 -8.188983503 0.5 26.058 24.1228 22.7029 21.8284 21.4224
34.12409114 -8.188930688 0.97 24.7887 24.297 23.2065 22.0196 21.334
34.26729411 -8.189300917 0.57 25.1488 24.0458 22.5677 21.8051 21.4235
34.82287736 -8.188548454 0.78 99.0 24.9404 23.011 21.8018 21.1165
34.16980668 -8.187996543 0.8 24.8 23.8009 22.5927 21.3029 20.704
34.40144599 -8.185499932 0.54 26.3751 24.5663 23.1297 22.1367 21.8624
34.59581941 -8.186036479 0.24 24.088 22.7024 21.6817 21.1941 21.0468
34.27578623 -8.185185731 0.67 25.2524 23.9498 23.0157 21.9424 21.6017
34.31037301 -8.183736843 0.86 26.4485 25.2773 23.1895 21.9254 21.0511
34.48913486 -8.183895012 0.68 25.9716 23.9774 22.3579 21.1039 20.6444
34.92673411 -8.183636351 0.83 24.1742 23.3756 22.1981 21.1365 20.4933
34.28078716 -8.181148312 0.59 25.5882 24.1823 -99.0 21.9971 21.356
34.26394599 -8.180119272 0.6 25.4312 23.5234 22.0669 20.9721 20.5358
34.59464593 -8.179647121 0.5 25.6897 23.9046 22.578 21.7477 21.3806
34.80091697 -8.178820395 0.49 27.0578 24.417 23.1882 22.3518 21.8619
34.36113148 -8.179350935 0.75 24.5978 23.363 21.8717 20.6145 20.1265
34.30686669 -8.178145583 0.56 26.5796 24.3082 22.7137 21.6163 21.154
34.59934044 -8.178415081 0.35 24.3433 22.3595 20.9935 20.4033 20.0672
34.29205725 -8.176535134 0.74 27.1098 25.2631 23.5343 22.2231 21.6299
34.09994604 -8.177533764 0.48 23.6456 22.2581 20.9495 20.2403 19.8888
34.85656112 -8.1762798 0.86 26.687 25.6888 23.4813 22.2423 21.4918
34.94277772 -8.174442707 0.77 99.0 25.2703 23.7328 22.3632 21.3239
34.42453405 -8.174112647 0.43 24.3345 22.9526 21.6387 21.0657 20.7054
34.55283751 -8.174368818 0.71 26.0245 23.89 22.4612 21.0953 20.4355
34.82957282 -8.171984565 1.17 25.8556 25.3207 23.6758 22.2823 21.2954
34.69164014 -8.169333238 0.79 99.0 25.1726 23.1634 21.8487 21.2779
34.11667425 -8.168762956 0.52 25.5821 23.8296 22.402 21.6356 21.1261
34.22489751 -8.168572556 0.88 25.4033 24.5591 23.0215 21.6673 20.9789
34.91939661 -8.168491985 0.26 23.6686 22.0335 20.9008 20.3903 20.0937
34.84750589 -8.167260524 0.87 27.0154 25.6932 23.6683 22.3595 21.4296
34.92004422 -8.16566244 0.84 24.7544 23.4829 21.892 20.6704 19.8791
34.12362218 -8.164758553 0.49 24.2851 23.1089 21.7885 21.1757 20.7906
34.91019358 -8.166301086 0.34 23.4363 21.9271 20.6937 20.1238 19.814
34.54085683 -8.163981528 0.59 25.7046 24.268 22.6743 21.7939 21.367
34.83882896 -8.16429657 0.39 23.4905 22.0371 20.768 20.1848 19.784
34.5014716 -8.163340545 0.58 25.3786 23.8167 22.5824 21.6534 21.1415
34.42823573 -8.162459549 0.68 25.6476 24.5087 23.3772 22.2831 21.9639
34.84608352 -8.162129142 0.89 25.6573 24.5348 23.2781 22.1566 21.1056
34.96320832 -8.161966563 1.14 26.1212 25.467 23.7884 22.4548 21.4597
34.33387868 -8.160878812 0.52 26.1204 23.0933 21.5674 20.7519 20.3918
34.12432443 -8.162493222 0.52 25.474 22.8045 21.2707 20.2906 19.9195
34.28620147 -8.160952743 0.32 25.5362 23.5626 22.2693 21.77 21.4409
34.41762673 -8.159949899 0.75 25.2729 24.0801 22.6729 21.4672 20.931
34.3303472 -8.160429259 0.74 24.8872 23.9513 22.7853 21.517 21.2063
34.10626982 -8.157538961 0.75 27.2418 25.0759 23.47 22.1114 21.2922
34.46237827 -8.157335495 0.84 25.2971 24.2943 23.4125 22.257 21.5983
34.50429944 -8.157981912 0.62 24.9611 23.6082 22.2455 21.227 20.835
34.59092191 -8.157973222 0.64 25.545 24.1118 22.8019 21.7136 21.305
34.65263624 -8.156549847 0.57 25.7845 24.0662 22.9101 21.8448 21.5426
34.48659275 -8.155481269 0.88 25.2934 24.4506 23.3845 22.1344 21.3705
34.42751828 -8.15444343 0.59 26.3909 24.5712 23.1068 22.0678 21.6143
34.12632749 -8.153484872 0.54 24.2452 22.9499 21.6146 20.8181 20.4464
34.15147331 -8.152208046 0.82 99.0 25.3388 23.4989 22.3577 21.3548
34.0991708 -8.153170578 0.68 25.5662 23.9074 22.3215 21.1762 20.7214
34.16306076 -8.152267512 0.86 25.4792 24.6313 23.2774 22.0622 21.3568
34.18838623 -8.152415783 0.77 27.2157 24.9487 23.2255 22.0049 21.1174
34.34721242 -8.153616354 0.61 24.4011 23.26 21.9231 21.0815 20.5996
34.62956077 -8.151905417 0.29 22.8042 21.3856 20.4142 19.8307 19.4799
34.45927811 -8.151183027 0.47 25.4924 23.4995 22.0474 21.3119 20.9233
34.24608925 -8.150497156 0.32 24.6447 22.9755 21.671 21.1122 20.859
34.81872818 -8.150346587 0.32 25.6195 23.7197 22.3979 21.8418 21.5486
34.12762944 -8.150623246 0.49 24.461 22.9165 21.7499 20.9883 20.6163
34.16498267 -8.149738582 0.79 26.8531 25.2746 23.6514 22.3462 21.6645
34.9220521 -8.149715039 0.61 25.6278 23.7328 22.2227 21.132 20.7143
34.04323939 -8.149509677 0.7 24.8819 23.7479 22.5669 21.5098 21.0303
34.08046714 -8.149883695 0.62 25.5662 23.4231 21.867 20.6846 20.2547
34.21856146 -8.149614102 0.76 25.577 24.0124 22.3892 21.067 20.4982
34.14172598 -8.148391684 0.69 27.5574 25.0527 23.4737 22.2268 21.6
34.29582401 -8.149144484 0.32 23.6319 21.7995 20.4306 19.8439 19.5875
34.60152879 -8.148357805 0.65 26.5426 24.3072 22.8813 21.5359 21.1321
34.68905161 -8.146812198 0.68 26.6898 24.6233 23.1206 21.8467 21.3162
34.93848089 -8.147185488 0.55 25.4244 23.6103 22.2855 21.2845 20.9908
34.12977783 -8.144805589 0.5 25.348 23.8834 22.6415 21.89 21.4781
34.74171849 -8.144386412 0.31 25.3723 23.6623 22.6411 22.0256 21.6093
34.41438326 -8.144011494 0.64 26.1685 24.1269 22.6106 21.3902 20.9783
34.19024359 -8.143765387 0.81 26.2704 24.7478 23.0594 21.7056 20.918
34.02482211 -8.141877777 0.88 26.8309 25.483 23.7449 22.3872 21.5072
34.27080951 -8.141753325 0.55 25.0851 23.6271 22.1441 21.3006 20.8899
34.53725204 -8.142499192 0.39 23.7434 22.156 20.7852 20.1648 19.8775
34.92093577 -8.141215663 0.5 27.0318 24.4417 23.2611 22.299 21.8999
34.09678375 -8.141249749 0.78 26.76 25.1508 23.5059 22.1252 21.5209
34.67009171 -8.140940748 0.48 25.337 23.3885 21.9417 21.1175 20.7746
34.4392096 -8.14217333 0.24 22.9505 21.4124 20.3006 19.8086 19.542
34.19074093 -8.139353523 0.79 26.046 24.9302 23.3034 22.0019 21.5152
34.49773379 -8.138753907 0.57 26.1196 24.5384 23.0948 22.1171 21.7832
34.50119512 -8.139057891 0.83 25.6368 24.3913 22.9923 21.8135 20.8947
34.09147887 -8.138573035 0.51 25.4357 23.8314 22.4762 21.6265 21.2731
34.60758918 -8.138070616 0.65 27.2626 24.8076 23.2455 21.9553 21.5397
34.78106078 -8.137539018 1.13 25.6296 25.4916 23.5958 22.3203 21.3902
34.26308194 -8.137116491 0.53 26.0475 24.3905 22.9783 22.1064 21.7348
34.27588479 -8.137085904 0.77 25.7721 24.6394 23.1424 21.8016 21.3624
34.28934968 -8.137560678 0.51 24.0538 22.9178 21.5562 20.8732 20.5559
34.19640391 -8.137222619 0.88 25.5057 24.6486 23.1552 21.7053 21.0824
34.56496345 -8.134708796 0.71 26.4807 24.686 23.1396 21.8607 21.3262
34.44836006 -8.133555559 0.24 24.7262 23.318 22.3203 21.8458 21.6221
34.16962589 -8.132700975 0.93 24.7541 24.2443 23.0733 21.8982 21.3009
34.47717493 -8.13199461 0.48 23.284 22.0215 20.706 20.0703 19.666
34.51062812 -8.130077897 0.44 25.8941 24.3031 22.8422 22.158 21.8931
34.03571068 -8.128819838 0.79 25.8438 24.9853 23.7029 22.4181 21.9666
34.24815703 -8.125647272 0.67 25.9787 23.9675 22.4213 21.1016 20.6757
34.05088221 -8.124177064 0.48 25.1019 23.325 21.7846 20.9208 20.6107
34.90912338 -8.124533478 0.71 25.6206 24.4335 23.1675 21.9372 21.5634
34.84142717 -8.12422534 0.59 24.7739 23.7007 22.3817 21.5756 21.1836
34.94890921 -8.122674951 0.58 25.6811 24.1506 23.0651 22.0772 21.7205
34.78106046 -8.122232955 0.58 99.0 24.8879 23.5648 22.4202 21.9914
34.95204965 -8.122105764 0.56 25.2 23.8696 22.503 21.6336 21.2712
34.15733193 -8.120891125 0.74 25.5587 24.6068 23.2559 22.0554 21.6863
34.94212701 -8.120231364 0.53 26.9035 24.7172 23.263 22.3486 21.9384
34.80776501 -8.119969984 0.68 25.4315 24.331 23.2221 22.2117 21.8112
34.12172682 -8.116015186 0.57 25.6877 24.6472 23.1895 22.4668 22.0777
34.81334994 -8.114942834 0.28 24.71 23.0043 21.8026 21.2895 21.0214
34.33709567 -8.115581903 0.58 27.0005 23.2496 21.7448 20.7432 20.3776
34.47851985 -8.113861275 0.58 25.1369 24.0613 22.7275 21.8191 21.6644
34.10514884 -8.112698528 0.17 24.5364 23.0846 22.3897 21.9552 21.7816
34.74823221 -8.112856799 0.5 26.3795 23.6597 22.1906 21.2794 20.925
34.95908782 -8.111007733 0.57 99.0 24.2388 22.8154 21.714 21.308
34.2069825 -8.110764511 0.51 24.5544 23.2798 21.9274 21.2475 20.8436
34.11165303 -8.109626627 0.94 25.4603 25.105 23.8087 22.411 21.9661
34.21586564 -8.109485759 0.93 24.7079 24.0745 22.9399 21.7252 20.9797
34.95084082 -8.107822352 0.64 99.0 24.6423 23.063 21.831 21.3622
34.09195472 -8.107859841 1.05 25.3316 24.7423 23.6599 22.4366 21.528
34.97297701 -8.108069276 0.6 25.5697 23.7623 22.2192 21.1855 20.7357
34.20054931 -8.107558379 0.75 25.6844 24.4767 23.0596 21.882 21.3174
34.11365889 -8.107154448 0.38 24.5457 22.7995 21.3815 20.7884 20.4478
34.42817628 -8.107366887 0.76 25.3785 24.4175 22.8615 21.7225 21.3342
34.37109383 -8.106432579 0.66 99.0 24.9971 23.3344 22.0718 21.6726
34.70232354 -8.106854393 0.39 24.9135 22.695 21.2524 20.6213 20.326
34.36436123 -8.10657824 0.57 25.6164 23.4693 22.0142 20.9951 20.6008
34.09219527 -8.105509661 0.77 26.747 25.0819 23.3522 22.0538 21.4854
34.80843967 -8.105801566 0.75 27.1916 24.7403 22.9853 21.6883 21.0199
34.77310609 -8.105175936 0.81 26.2026 24.9006 23.5388 22.3893 21.5838
34.59973805 -8.105709172 0.56 24.5685 23.2655 21.9832 21.139 20.7183
34.4444498 -8.104373015 0.96 26.3995 25.5571 23.6256 22.3209 21.535
34.09170932 -8.103112816 1.08 25.6811 24.7356 23.4953 22.4171 21.2787
34.9011177 -8.103283846 0.53 26.2387 24.4901 23.2199 22.3019 21.9455
34.19902996 -8.103237234 0.46 25.4113 23.4353 22.0348 21.2409 20.9259
34.83043363 -8.10375013 0.57 25.3145 23.3003 21.7707 20.7546 20.3747
34.47655905 -8.101561508 0.77 99.0 25.2005 23.4654 22.0662 21.3446
34.62143285 -8.100191388 0.72 26.9851 24.6301 23.3553 21.9646 21.0755
34.18512818 -8.098799017 0.7 25.8712 24.4563 23.0563 21.7442 21.3922
34.22744 -8.099913593 0.75 99.0 24.2318 22.4283 21.0746 20.4414
34.77878353 -8.098928051 0.75 25.4118 24.6259 23.2729 22.2682 21.826
34.73772435 -8.096378004 0.89 25.0422 24.3114 23.1951 22.1453 21.4058
34.08198717 -8.095726064 0.53 99.0 24.9172 23.4881 22.4587 22.1391
34.82211738 -8.095808933 0.8 25.2611 24.2985 23.0882 21.8663 21.2855
34.90618875 -8.094168081 0.68 99.0 25.0277 23.5206 22.2994 21.5829
34.35580468 -8.094316913 0.54 99.0 24.8253 23.4125 22.3941 21.9398
34.45754935 -8.095264761 0.22 23.7834 22.3192 21.3652 20.872 20.6251
34.48738875 -8.094346972 0.49 25.7265 23.8492 22.4239 21.5598 21.1866
34.89214379 -8.094152482 0.66 25.2003 23.8635 22.4524 21.3904 20.9261
34.55284721 -8.095678911 0.47 23.9859 22.6013 21.2574 20.6124 20.1971
34.26900385 -8.092892979 0.89 25.9756 25.258 23.7476 22.3638 21.8171
34.89335341 -8.093306953 0.56 26.4923 24.0158 22.4378 21.3311 20.8856
34.5311532 -8.093728085 0.48 25.3397 23.4513 22.0829 21.1616 20.9079
34.4920188 -8.094004868 0.62 25.7814 24.2715 22.8001 21.7866 21.3352
34.65807317 -8.093556 0.44 24.7932 22.5267 20.9383 20.1899 19.8825
34.28462034 -8.092288221 0.74 25.6435 24.3432 22.8617 21.5215 21.0924
34.08394569 -8.093104308 0.5 25.5561 23.698 22.276 21.336 21.0212
34.27062195 -8.091365075 0.78 26.287 25.0828 23.5221 22.3433 21.7681
34.2357732 -8.090474176 0.58 26.5004 24.5113 22.9772 21.9678 21.5364
34.28392084 -8.089426683 0.6 27.3434 23.4277 21.7985 20.7973 20.387
34.78984575 -8.088666549 0.7 99.0 25.3946 23.7983 22.4275 21.9434
34.42139421 -8.088623944 0.69 25.8762 24.4048 23.3973 22.2859 21.7566
34.53079626 -8.088509595 0.61 25.5063 23.8963 22.2037 21.2616 20.8294
34.88437047 -8.090096487 0.6 23.8517 22.6934 21.4398 20.5257 20.1712
34.70136509 -8.087255865 0.47 24.1963 22.6289 21.2058 20.4882 20.1078
34.8012693 -8.08549383 0.58 25.9728 24.4598 23.1916 22.2831 21.7613
34.5666872 -8.084901244 0.5 25.4566 23.6242 22.0692 21.2001 20.8573
34.15429539 -8.084552627 0.53 26.3677 24.103 22.7997 21.8563 21.4496
34.0799723 -8.084627323 0.8 25.4776 24.7672 23.3308 22.0789 21.6826
34.68630412 -8.083189369 0.82 99.0 25.4548 23.5029 22.2688 21.3828
34.07735233 -8.080492342 0.55 25.4106 23.73 22.3138 21.407 20.9967
34.96244162 -8.080026572 0.81 25.0968 24.1338 22.6328 21.4014 20.8398
34.14930179 -8.08062367 0.17 22.9066 21.4294 20.5695 20.1568 19.8911
34.94580387 -8.077548143 0.81 99.0 25.5172 23.6814 22.4956 21.5521
34.28470143 -8.077710291 0.7 24.8366 23.6052 22.4933 21.3633 20.8916
34.05486041 -8.076644758 0.64 25.2246 23.9348 22.6431 21.6604 21.1618
34.69538722 -8.076746468 0.7 26.4007 24.7845 23.2967 22.0565 21.5771
34.82210538 -8.077245141 0.52 25.2612 23.4178 22.094 21.1629 20.9022
34.4308118 -8.074758578 0.69 25.8109 24.5948 23.2628 22.1538 21.6825
34.42962572 -8.074095865 0.59 26.813 24.6121 23.1465 22.0343 21.647
34.83954358 -8.074070373 0.59 24.1707 22.9827 21.8168 20.9758 20.5363
34.44230657 -8.073164128 0.6 26.1471 22.8719 21.3174 20.1504 19.7703
34.18804399 -8.068501842 0.89 25.4407 24.6018 23.44 22.1649 21.3941
34.84274654 -8.069129597 0.52 26.2851 24.9156 23.287 22.3813 22.3245
34.42783667 -8.067917645 0.56 26.711 24.5122 22.9779 22.0389 21.614
34.4416728 -8.068493908 0.79 25.5585 24.618 23.3761 21.8667 21.3996
34.44310652 -8.067702919 0.7 25.6456 24.4395 23.292 22.1733 21.7294
34.10949751 -8.068510373 0.52 24.9105 23.5855 22.4333 21.6649 21.2922
34.06369061 -8.066782974 0.57 27.6324 24.3122 22.8247 21.7502 21.3339
34.81639061 -8.066937709 0.54 25.9472 23.9176 22.4855 21.4959 21.1332
34.53873531 -8.06638087 0.74 26.8692 24.4964 22.7902 21.4971 20.8076
34.53439452 -8.065189172 0.9 25.1926 24.5155 23.0512 21.8545 21.1662
34.81027562 -8.065388082 0.51 24.7297 22.7805 21.3797 20.4368 20.0551
34.56865827 -8.064584485 0.61 25.8463 24.2187 22.7676 21.7315 21.2896
34.69412658 -8.063531527 0.46 26.2314 23.816 22.4894 21.5655 21.2071
34.69023922 -8.063161931 0.53 24.7037 23.5058 22.1612 21.4044 21.0904
34.74212869 -8.06361741 0.66 26.6071 24.9462 23.5796 22.2818 21.9435
34.54453747 -8.062816957 0.69 26.3592 24.9739 23.4591 22.3611 21.8699
34.95233672 -8.060730101 0.54 26.0683 24.2316 22.6223 21.7588 21.3096
34.83249818 -8.059651389 0.72 99.0 25.0286 23.3967 22.0206 21.4453
34.8380768 -8.059390262 0.76 24.7847 23.6975 22.2971 21.0537 20.5435
34.69231012 -8.058155218 0.9 25.8424 24.9601 23.4166 22.3006 21.4836
34.38049079 -8.058153742 0.65 24.9736 23.8314 22.5544 21.565 21.168
34.09802208 -8.057103003 0.66 99.0 25.1237 23.4006 22.205 21.7543
34.34901059 -8.055078886 0.86 99.0 25.5805 23.4003 22.0345 21.3396
34.18654991 -8.053741368 0.49 25.7418 24.3446 23.0842 22.2558 22.0841
34.25591866 -8.052740595 0.74 27.103 25.2041 23.6059 22.3105 21.6549
34.96597909 -8.052983509 0.48 24.2468 23.0036 21.7472 21.0967 20.7364
34.80949816 -8.052967092 0.57 27.0598 24.2685 22.7308 21.6658 21.1789
34.12626636 -8.051326451 0.78 25.9532 24.7213 23.0674 21.7496 21.273
34.89891936 -8.051553452 1.03 25.2949 25.0302 23.3696 22.1332 21.3675
34.81372903 -8.051197315 0.69 24.5638 23.2752 22.255 21.1226 20.7027
34.59858912 -8.049929912 0.6 25.8981 24.2527 22.7848 21.7978 21.3198
34.15601246 -8.049049789 0.77 99.0 25.5882 23.7417 22.4999 21.7967
34.82284759 -8.048916637 0.14 22.1474 20.846 20.1645 19.7918 19.5199
34.3691091 -8.046440491 0.5 25.1061 23.5115 22.0128 21.1911 20.9238
34.42539577 -8.046159841 0.61 26.2353 24.6214 23.2571 22.1564 21.7997
34.05038738 -8.045612785 0.69 26.0854 24.711 23.4917 22.3044 21.8502
34.89615656 -8.045882417 0.38 24.5496 23.0519 21.7389 21.1515 20.8388
34.74345312 -8.045627621 0.79 26.3662 24.8481 23.198 21.8704 21.2241
