# ra  dec  z  mag_u  mag_g  mag_r  mag_i  mag_z
67.7005351355378  -0.352389080042634  0.30279  21.66371  19.80258  18.21102  17.64924  17.26073
67.8943543882039  -0.340906723823241  0.368486  21.96725  21.23461  19.32135  18.72073  18.39251
67.894008199125  -0.340314011594464  0.355394  24.88347  21.02562  19.27877  18.66576  18.38166
67.8927423748575  -0.345122171930085  0.363706  22.57464  20.76208  18.95  18.34382  17.9418
67.9436340803416  -0.33218921935751  0.343503  22.56789  20.70915  18.98542  18.39785  18.06542
68.5764849588346  -0.246856454511493  0.415574  24.49095  20.9261  19.16952  18.45016  18.10137
68.7264906929722  -0.387862860816872  0.450874  22.57357  20.67751  18.94578  18.16209  17.66616
68.9417963391439  -0.373036008607172  0.333433  22.61709  20.82924  19.17868  18.6246  18.27534
69.0719594889148  -0.375168843623096  0.362764  23.42549  20.88551  19.16938  18.54876  18.13315
69.1544600150003  -0.323271110585395  0.324437  22.98884  20.42975  18.76517  18.22517  17.86943
69.2736650556122  -0.344607231707313  0.358032  22.2975  20.21829  18.3842  17.77701  17.37345
69.2668933726592  -0.340457025596324  0.358602  22.94111  21.10304  19.27864  18.65943  18.3594
69.2949797419031  -0.221784296072066  0.296775  23.83243  20.18461  18.62558  18.05699  17.71227
69.3087772512499  -0.345622239807051  0.358837  23.07055  21.20287  19.32899  18.73639  18.42752
69.4611353821418  -0.404159390983398  0.343817  22.99686  19.88744  18.11842  17.54761  17.14422
69.5188021077017  -0.23608963711608  0.302942  21.15765  19.62653  18.03385  17.46317  17.16085
69.4689773628527  -0.290898770454579  0.372301  22.12701  20.93331  19.17969  18.54798  18.14872
69.4774254093181  -0.249205694936402  0.360108  22.86877  20.90977  19.21264  18.5708  18.28688
69.4884071541671  -0.234228716931634  0.37203  23.42596  20.99937  19.19493  18.57153  18.13288
69.5917818650454  -0.277263587968816  0.328065  24.15294  20.14136  18.50527  17.89639  17.53745
69.6250482051834  -0.286488246861643  0.345316  22.82306  21.15723  19.45566  18.88439  18.69847
69.6428728672203  -0.366534606378363  0.38415  22.75927  20.95592  19.15751  18.50152  18.14341
69.7727996527534  -0.390452373176292  0.368098  24.14677  20.91134  18.97737  18.34799  18.03074
69.7590414664465  -0.368699350217354  0.468578  25.84969  21.18211  19.38168  18.54676  18.18633
69.9819826512596  -0.33054569066892  0.307282  22.84584  20.45745  18.86483  18.32168  18.01664
70.486961003746  -0.348310966394705  0.355698  25.52499  20.80342  19.11852  18.49901  18.17039
70.5884165562962  -0.222907540230727  0.332967  22.73195  20.58661  18.92978  18.35191  17.96499
70.6005515958946  -0.239862772630686  0.36015  23.27878  21.00143  19.20567  18.60114  18.29217
70.6911137373341  -0.315902349896626  0.308117  22.11165  20.46107  18.8902  18.35209  18.01316
70.9053102456062  -0.350809738003364  0.350056  23.55516  20.78103  19.11239  18.49916  18.22697
71.2264888611145  -0.398240392935255  0.304123  21.99933  20.30969  18.75822  18.18321  17.78956
71.1645716663472  -0.273885453320329  0.29317  22.74427  20.44137  18.92165  18.38216  17.97856
71.0933395336618  -0.253419767923725  0.3399  23.37724  20.84821  19.19052  18.62726  18.16958
71.222529540611  -0.305668390185227  0.367243  22.96208  20.72502  18.94637  18.31815  17.91338
71.2614584046489  -0.395554925223553  0.346403  22.48735  20.5011  18.81695  18.20919  17.88148
71.2621499865082  -0.392468745961371  0.388612  22.53245  20.655  18.79548  18.11623  17.76751
71.4861388144933  -0.256423048803427  0.351121  23.11479  20.41701  18.63302  18.02267  17.65312
71.4431420794143  -0.36906847439146  0.356063  23.41984  21.02398  19.28669  18.69081  18.27164
71.4724781677047  -0.360376877353752  0.348751  23.03213  20.85607  19.10881  18.52587  18.17917
71.6383511805675  -0.333979026009574  0.294399  22.29683  20.24853  18.72447  18.11242  17.79082
71.7880030335354  -0.36995630231058  0.489643  25.07721  21.03191  19.22154  18.33109  17.84795
71.9123960632053  -0.29765377948828  0.440826  23.10124  20.48789  18.78399  18.02732  17.56063
72.0418609341532  -0.363089034817368  0.317944  25.64286  20.58324  19.05047  18.47924  18.09187
71.9863167555427  -0.390542439503137  0.307004  24.79797  20.54093  18.97819  18.38649  18.1295
72.0021660094609  -0.250440487874401  0.330831  21.94189  20.47476  18.82386  18.24681  17.85705
72.0083711636324  -0.279287235793183  0.33869  24.64081  20.09917  18.35258  17.77728  17.372
72.2909337777215  -0.392517823613809  0.410376  22.45295  20.72384  19.00989  18.30364  17.84663
72.3342648051853  -0.255486757405466  0.351606  24.14988  21.04157  19.25674  18.65048  18.37145
72.5174258423395  -0.328373604534947  0.286912  24.14725  20.54004  19.04056  18.50677  18.10832
72.4469602925903  -0.389727662165649  0.348078  22.31354  20.671  18.8805  18.32076  17.9589
72.5861263817571  -0.257018069080108  0.342629  21.83689  20.65702  19.02804  18.44298  18.0583
72.7593064355663  -0.401074206147965  0.424824  24.8448  21.60701  19.416  18.65576  18.2316
73.3135800006736  -0.37032945432459  0.334699  23.81039  20.32632  18.67085  18.06593  17.71468
73.2687584417686  -0.403650141668651  0.362585  22.66895  20.92863  19.24368  18.68848  18.20734
73.4659153924499  -0.224801284253832  0.441071  23.08089  21.02604  19.17485  18.40017  18.00367
73.3292121907706  -0.234468229272169  0.430554  22.85531  21.01745  19.2885  18.55204  18.15651
73.5941162603272  -0.386398332536324  0.408154  23.2278  20.90117  19.14165  18.44591  18.07718
73.6574079937171  -0.360525822217928  0.332792  22.31615  20.95203  19.30143  18.75705  18.41258
73.8130714681142  -0.272110423127564  0.370064  24.07071  20.95924  19.1602  18.54252  18.14908
73.985980848208  -0.214590032353224  0.285565  24.12176  20.54749  19.05392  18.53688  18.18795
73.9796230388112  -0.225076032314877  0.408301  22.22233  20.98799  19.13118  18.42303  18.03304
74.3529728155809  -0.280322866054281  0.336023  22.76258  21.0687  19.41051  18.84  18.49298
74.4946145273988  -0.31204462925043  0.332847  22.80221  20.72962  19.0926  18.50453  18.11686
74.6699960943662  -0.3841070096431  0.323258  22.87516  20.56273  18.95774  18.37589  18.07599
74.8989448363895  -0.385040665489553  0.362045  23.55817  21.26036  19.34022  18.78119  18.40861
75.8550883322345  -0.228060328657143  0.276018  22.89431  20.08268  18.58489  18.03098  17.73625
75.8553482026993  -0.236963986204811  0.277364  23.22038  20.24834  18.74356  18.20296  17.84253
75.7641438322462  -0.236677470723955  0.36466  22.13164  21.11551  19.4052  18.7902  18.43678
75.8739855253883  -0.227429778896822  0.423013  23.41578  21.27874  19.40085  18.69273  18.19669
75.9059756919622  -0.39823577834918  0.328252  23.58704  21.05011  19.39817  18.83056  18.58103
75.9130704213944  -0.24453223565049  0.43234  23.09291  21.15525  19.36219  18.62174  18.10371
76.162120323866  -0.381396429957804  0.281029  22.9426  20.22396  18.70504  18.19662  17.79633
76.0506009985367  -0.247594527223977  0.378808  22.71086  20.93222  19.21079  18.57671  18.16139
76.2218353916975  -0.338896305808148  0.368357  22.30336  20.33899  18.50718  17.90906  17.44494
76.3002722535304  -0.245455313213606  0.302623  22.0052  20.38867  18.8276  18.24254  17.86722
76.3054363292892  -0.245998028101817  0.358026  21.68081  20.72035  19.06031  18.46886  18.06514
76.4342380810442  -0.334544819044762  0.390435  24.30156  21.1726  19.44984  18.79045  18.41705
76.385874424614  -0.359632176406197  0.333635  21.83519  20.18236  18.49894  17.90521  17.56133
76.5144170825173  -0.409208532599109  0.293253  21.99156  19.48493  17.91308  17.3352  17.00294
76.5149615566384  -0.226175954154241  0.289626  20.80921  19.26559  17.67226  17.11926  16.77782
76.5473235680835  -0.296655415522615  0.317838  22.51395  20.34363  18.74365  18.15896  17.8585
76.4946767396632  -0.348473625478854  0.359466  23.54621  20.40703  18.65617  18.03495  17.64925
76.6020236243993  -0.276326012237081  0.474068  22.1675  20.80275  19.05873  18.20378  17.77871
76.6550891765517  -0.296075554365284  0.280113  22.41253  20.25443  18.75408  18.22754  17.87526
76.618519964791  -0.326194168484924  0.339149  23.36443  20.26739  18.53209  17.92746  17.65252
76.6415189855143  -0.24849416516026  0.37693  24.63947  20.91627  19.19497  18.53805  18.18482
76.8729926165296  -0.263961345834438  0.323589  22.53522  20.88796  19.31355  18.71954  18.47103
76.9945244597069  -0.405477281916064  0.283505  22.40638  20.14846  18.64409  18.09602  17.7737
77.0221662996698  -0.276590894855941  0.335205  21.96614  20.77357  19.16892  18.59915  18.22501
77.0689382132803  -0.354074883167131  0.33425  22.00163  20.07907  18.40058  17.78441  17.49111
77.3020277013244  -0.35173194950728  0.349628  23.16365  20.63886  18.96704  18.37781  17.9483
77.3374793977059  -0.313506124328079  0.442384  24.93578  20.84755  19.08704  18.32637  17.89087
77.4101074950185  -0.329671593114847  0.329146  22.58295  20.03492  18.36479  17.77043  17.3773
77.4463399063363  -0.297177158400194  0.343561  22.46819  20.82659  19.06024  18.48885  18.21298
77.5093402116525  -0.385603087114116  0.354766  23.06019  21.05172  19.3231  18.70464  18.46968
77.6216939938328  -0.371614075369463  0.267486  22.09303  19.60167  18.10201  17.57577  17.26382
77.6935277427386  -0.363907888791697  0.401107  23.75912  21.04226  19.28362  18.59532  18.21876
77.8664355981211  -0.323575982605708  0.253921  23.03638  19.40771  17.92375  17.41011  17.10495
77.8668955077354  -0.399986134999708  0.284214  22.90542  20.31303  18.81414  18.2528  17.91832
77.9497807538523  -0.248344629144128  0.300801  21.64049  20.1796  18.65327  18.06291  17.70575
78.0431534968499  -0.254144735012631  0.313081  23.37878  20.51546  18.92846  18.39037  18.0935
78.0308035462391  -0.386267280507162  0.363509  22.87983  21.00793  19.28826  18.67947  18.23296
78.1062927963794  -0.342364155836761  0.499717  24.57562  20.87537  19.07758  18.13624  17.61326
78.1573949403215  -0.356235500324163  0.355262  22.55669  21.07237  19.34263  18.74456  18.35732
78.1593159948782  -0.251942805127219  0.339062  21.38862  20.25352  18.57632  18.00201  17.61322
78.1755855875713  -0.267270237008188  0.341075  22.31115  20.73527  19.03763  18.52102  18.08685
78.6072053017245  -0.273894178846249  0.335165  22.73263  20.8976  19.24763  18.69387  18.30593
78.7915446255644  -0.357617957966966  0.310598  22.16419  20.33197  18.75363  18.18059  17.78793
78.7616245017864  -0.257140902981342  0.309043  22.9729  20.44146  18.88003  18.33113  18.04215
78.9777944119411  -0.352484073590437  0.358789  23.72273  21.06433  19.24354  18.71249  18.40705
79.1274418141404  -0.305258596082568  0.301617  23.22736  19.70568  18.00299  17.43633  17.2052
79.1324271953749  -0.326693261798032  0.291491  24.67766  20.9227  19.4322  18.95398  18.59291
79.0324522056338  -0.384166958683507  0.345854  22.08989  21.03173  19.38401  18.79352  18.43353
79.0475885728241  -0.372078243975499  0.346697  24.59287  20.7629  19.04257  18.44163  18.12277
79.0510402215676  -0.374320128333994  0.331821  22.40374  20.1494  18.48526  17.91459  17.48109
79.1520307987504  -0.326924041811378  0.319008  23.31742  20.91268  19.27853  18.75534  18.40447
79.4678622011872  -0.289192935116587  0.29752  23.1184  20.03657  18.30357  17.81612  17.45946
79.6393010842751  -0.223469059273572  0.375717  23.07255  21.65826  19.70252  19.12646  18.78805
79.7748251348737  -0.328091989759257  0.460229  22.01844  21.32403  19.58609  18.80241  18.3256
79.8614650953133  -0.298919131291945  0.350672  24.12974  20.8798  19.04051  18.4569  18.21709
79.8769548969835  -0.262226279488979  0.451855  23.97  20.53172  18.93083  18.12939  17.77666
79.9096969752684  -0.284404938053371  0.435359  24.50026  21.58413  19.54611  18.7568  18.46013
79.9943166777951  -0.284181590812216  0.285391  23.56528  20.34687  18.83294  18.27783  17.99918
67.1428932182478  0.0353570909735966  0.308236  22.56791  20.49096  18.93491  18.36695  18.12258
67.1201222528852  0.0940533861007655  0.354883  22.58205  20.89084  19.12307  18.51674  18.19385
67.2322296306756  0.044139496797029  0.295141  22.33664  20.20039  18.65056  18.06968  17.70143
67.423637687546  0.0616465440534349  0.388268  25.31374  20.57308  18.76313  18.10501  17.70754
67.526553547392  0.0450593134144849  0.338777  23.46057  20.9265  19.21306  18.66027  18.23626
67.5641805627374  0.0214563987701002  0.298616  23.06655  20.52236  19.00711  18.4649  18.05419
67.8115986129798  0.165918781279204  0.412186  22.2936  20.88227  19.1426  18.45294  17.99459
67.8864141053951  0.150168859390087  0.334177  25.78818  20.75631  19.14263  18.5689  18.18523
67.9182126972845  0.169532421464663  0.348558  25.13847  20.76683  19.06668  18.48179  18.11569
67.9762085404917  0.182970803397382  0.268013  21.95003  19.6947  18.19782  17.65592  17.33752
68.0589600485139  0.157904903098576  0.330926  22.63973  20.52086  18.8422  18.29739  17.94952
68.1134407615589  0.0530583980020418  0.332654  22.97415  20.66107  18.97669  18.42195  18.07517
68.1303218447632  0.0297242962997846  0.325095  24.30435  21.20547  19.64295  19.0776  18.75189
68.2142570659854  0.193726720736725  0.38396  22.75165  21.31517  19.42507  18.8015  18.35451
68.6653377603729  0.111921796086974  0.314731  23.29962  20.57018  19.00732  18.43065  18.00362
68.7667970870384  0.17363148377711  0.373411  22.8747  20.65627  18.73594  18.09846  17.71659
68.7694159558578  0.172189997592337  0.342239  21.90872  20.54871  18.91823  18.28871  17.98777
68.7997241776427  0.0789950853656465  0.342872  23.49697  21.10051  19.3575  18.78773  18.49196
68.8631430317951  0.133072142175445  0.338234  23.05649  19.77656  18.07002  17.45039  17.05522
68.8490618937672  0.19356786003754  0.329486  24.43861  19.9431  18.2852  17.66608  17.33055
68.9338862251947  0.0664720706763903  0.36474  25.41785  21.10625  19.40352  18.78133  18.39431
69.0260383636942  0.0913162482085633  0.318699  21.92393  19.99468  18.34341  17.78483  17.40969
69.230633237231  0.0177063428203041  0.324998  22.96932  20.71454  19.12075  18.53394  18.20613
69.2063587974205  0.021548074606186  0.435502  25.13097  21.13364  19.21458  18.45839  17.92634
69.4747322054488  0.00963061675383836  0.381889  21.92516  21.28291  19.42889  18.79948  18.38479
69.5220424721841  0.0371455747066346  0.42258  22.39192  20.65711  18.98324  18.25578  17.79947
69.7304559130284  0.0866745596893121  0.345784  23.23518  20.99184  19.2469  18.68015  18.36101
69.794940830711  0.0727074245508463  0.298143  23.15492  20.35  18.81298  18.23677  17.8619
70.2850298302014  0.145104129139897  0.447847  25.11152  20.5556  18.83203  18.02383  17.71
70.4029591738267  0.157187205454138  0.35977  24.57698  20.9233  19.10975  18.49174  18.17271
70.3924312264189  0.0611627144652894  0.344027  22.51477  20.97887  19.30516  18.71735  18.45951
70.4123615226149  0.0878095743295643  0.338722  24.00126  20.93488  19.20255  18.64835  18.28599
70.4770655955485  0.0545407056287624  0.335327  22.25341  20.6699  19.02579  18.44699  18.14938
70.5549556646459  0.0273380543423862  0.375138  23.61531  20.80424  18.98502  18.34708  17.93109
70.5962855721949  0.0877846782200203  0.307736  22.42007  20.50536  18.95347  18.40115  18.23475
70.6008390800715  0.115031971754913  0.340076  22.64101  20.80541  19.13533  18.64877  18.20135
70.74136390793  0.152361086484522  0.333039  22.3231  20.69429  19.02272  18.46127  18.157
70.7299340154418  0.180462733808021  0.290551  22.57038  20.58631  19.08672  18.54777  18.28605
70.6344668224907  0.106338063243986  0.338784  22.21757  20.04565  18.30817  17.75237  17.30709
70.6383545980494  0.200033726078361  0.366301  23.57605  20.99413  19.21211  18.59073  18.1925
70.6389198926603  0.088368226076592  0.394572  24.60374  21.46813  19.70152  19.08471  18.62993
70.6393083710924  0.0853605750763388  0.353072  23.36163  20.91425  19.23067  18.64641  18.24881
70.8598101249859  0.165065639236625  0.33017  22.37913  20.32516  18.68161  18.10327  17.64508
70.8242091215467  0.0384044895189772  0.296246  22.30097  20.27617  18.7294  18.15007  17.7769
71.2303568697716  0.00952224951864819  0.345633  21.7769  19.95216  18.2385  17.63901  17.21496
71.4472304648758  0.150616772612476  0.388335  23.09004  20.56522  18.77071  18.10107  17.76709
71.5195103928054  0.106304079350125  0.292316  22.85822  20.53876  19.00115  18.46896  18.16808
71.412101563279  0.168468123641787  0.358303  22.54909  20.62813  18.88059  18.25822  17.92237
71.5140441441089  0.112881635604039  0.379542  24.18663  21.20148  19.32258  18.6995  18.2906
71.550734619346  0.129199834884559  0.299937  22.05572  20.24165  18.67334  18.11629  17.86897
71.6971945619019  0.097426569439691  0.341172  21.87757  20.28948  18.5836  17.97636  17.6576
71.7101759637085  0.111364698036363  0.27088  22.83037  19.98441  18.47636  17.93749  17.62809
72.0293746500915  0.158822675310201  0.280033  22.35496  20.02926  18.51198  17.9583  17.67804
71.9990332317491  0.045923734201373  0.3422  22.30795  20.78967  19.14308  18.56732  18.17122
72.0806633468969  0.127587846041928  0.355031  21.80578  20.71695  19.01237  18.43246  18.04831
72.0342055953837  0.148029537286856  0.30707  23.96527  20.81966  19.2103  18.65752  18.34679
72.0362162285322  0.138321995960545  0.338356  23.54282  20.82938  19.14259  18.54901  18.227
72.0366889629878  0.142496742608425  0.368114  22.91674  21.15259  19.38651  18.7471  18.41672
72.229817935241  0.200979359837393  0.352324  22.33139  21.05922  19.35106  18.71983  18.36702
72.2711677396497  0.170091103083043  0.383183  23.25307  21.08787  19.27345  18.64228  18.21135
72.3095184394602  0.072834217459025  0.318023  21.9766  20.47791  18.8936  18.31056  18.15994
72.5495229517662  0.204552479437196  0.372141  25.49305  21.20155  19.21992  18.67992  18.17196
72.6006297874265  0.194791446950096  0.332582  23.59068  20.90902  19.22908  18.74264  18.35109
72.9621314776115  0.143742227754435  0.437896  25.65607  20.88477  19.12829  18.37889  17.86328
72.972463796644  0.139536448839605  0.408192  22.71524  20.84015  18.98204  18.26856  17.89321
72.9751183843194  0.105021129743119  0.434709  23.22073  20.53939  18.63282  17.88217  17.44559
72.9900869523877  0.0323224169626708  0.354054  24.23416  21.06264  19.20483  18.60376  18.25905
73.0176680332328  0.0697196571593977  0.363063  23.83186  20.88482  19.04395  18.43843  18.06282
73.1472603339145  0.193103873880053  0.296721  22.91048  20.01087  18.44353  17.86602  17.50357
73.0676804042251  0.109047728874017  0.325796  22.04061  19.72588  18.04699  17.4558  17.08032
73.1311071180891  0.159410913832711  0.309341  23.62172  20.80992  19.21894  18.68999  18.37001
73.1793005793034  0.150616178116843  0.390226  23.89552  20.89293  19.16968  18.50523  18.11531
73.2857527564854  0.206298819641197  0.321662  22.10611  20.73226  19.14822  18.58594  18.22346
73.3488643025517  0.208928500621646  0.477084  22.30304  20.90568  19.18678  18.32904  17.88859
73.5070062228694  0.0541332131688271  0.372182  23.47357  21.01182  19.22293  18.5972  18.22787
73.6995575391713  0.111286547081436  0.32166  21.31278  20.01588  18.43312  17.81697  17.52424
73.6331062183152  0.10615822910153  0.316007  22.15188  19.89528  18.26372  17.66261  17.22252
73.8291938728277  0.0793443930612884  0.296088  21.57821  18.86735  17.24386  16.65884  16.38254
73.830679422555  0.0796676299211727  0.327157  24.30735  20.84871  19.23099  18.6711  18.33978
73.8736457205042  0.0911324099645427  0.353961  22.65283  21.02989  19.359  18.74864  18.50578
73.9216187196494  0.145303609439784  0.284071  23.10194  20.30292  18.79211  18.27351  17.91729
74.1228426411792  0.102619451088455  0.293657  24.30341  20.32709  18.8131  18.23351  17.91342
74.293750419855  0.191131213043374  0.308074  22.7194  20.6126  19.06993  18.46129  18.29095
74.2467422878173  0.1661165562961  0.338839  25.8357  20.52045  18.83651  18.25464  17.9381
74.4817225392818  0.177398582734586  0.37023  23.11176  20.70776  18.99033  18.34217  17.98562
74.462163382209  0.209275080478534  0.279882  22.12785  20.30202  18.82398  18.32429  18.00782
74.4794229315983  0.0753337557097342  0.317997  22.44761  20.27036  18.65997  18.09259  17.79539
74.5499629979639  0.02230746180725  0.292519  24.56049  19.81606  18.22346  17.5891  17.34907
75.1699883180116  0.131466808668578  0.87368  24.44855  25.61967  22.58473  21.50578  20.74178
75.4971138670643  0.12032394128707  0.263741  21.90282  19.57927  18.06044  17.54862  17.15394
75.5203987360671  0.11994270209309  0.285674  21.63956  19.7149  18.1575  17.61929  17.25393
75.563786685215  0.102725045202285  0.289364  22.39223  20.06541  18.55082  18.08242  17.7581
75.4351720919852  0.0455236688101565  0.348982  23.52837  20.45863  18.75315  18.17066  17.71137
75.5920784426656  0.015630757923194  0.31538  21.79052  20.18434  18.56143  17.99024  17.66284
75.6517571349366  0.135529637037637  0.523842  23.36879  20.99391  19.27944  18.32979  17.71864
75.7620358706329  0.0478353506464965  0.336009  24.47225  21.19902  19.42883  18.92355  18.41656
75.8122857330267  0.0753617780155739  0.446541  22.92418  20.92437  19.15486  18.37523  17.95564
75.9201007154746  0.0596740880440938  0.274727  22.03335  19.241  17.6954  17.14042  16.80076
75.9386528439352  0.0548599616917686  0.286844  21.97575  19.76583  18.21627  17.66015  17.38337
76.0463265959757  0.199800123464023  0.29172  22.03808  20.40066  18.89185  18.35488  17.96165
76.1016258547621  0.209332096766941  0.263809  23.1475  19.99062  18.51848  18.03606  17.6834
76.0588352863113  0.16486147888759  0.523692  22.06473  21.14662  19.45637  18.47266  18.17336
76.0818392352289  0.147171862706647  0.304135  22.21505  20.48553  18.9458  18.36459  18.14319
76.1156806057725  0.1372657838632  0.343893  22.21139  20.69534  19.06466  18.47096  18.09667
76.4639115744308  0.119455382015393  0.267435  21.30306  19.43906  17.93817  17.39839  17.08131
76.3559968477035  0.203535487883747  0.283081  21.16661  19.36664  17.76195  17.22487  16.95103
76.374989827824  0.0851712748320309  0.352026  25.50448  21.13764  19.40431  18.81478  18.60089
76.6067842107426  0.0487636933128025  0.350581  23.35969  21.06627  19.31241  18.7696  18.54653
76.587790572074  0.104287308906438  0.30115  23.02983  20.75084  19.23645  18.71279  18.3378
76.6166592243719  0.11679370639614  0.306493  22.6037  20.29736  18.68958  18.1581  17.85218
76.6179911383213  0.0721239205501731  0.29223  24.37986  20.25455  18.69883  18.14966  17.71444
76.7523378180269  0.139945298259786  0.290377  21.64641  19.70196  18.15047  17.61011  17.18846
76.6193661812779  0.0668398103228317  0.343744  22.25393  20.82067  19.13106  18.58284  18.27115
76.7934740394554  0.179679375471033  0.267529  21.03969  19.17556  17.64681  17.05115  16.64537
76.8117121951487  0.154092424061178  0.296899  22.36239  18.592  16.89741  16.3169  16.07968
76.8380530800315  0.131543018919143  0.260768  23.88967  19.71292  18.18737  17.69039  17.46659
76.8262772460969  0.0389320680867952  0.306252  22.64308  20.34632  18.76568  18.19776  17.87909
76.9655809006364  0.0956933883464108  0.304024  22.08201  20.53663  19.01494  18.47312  18.17439
77.405896020947  0.0360296692337949  0.310716  22.47699  20.66733  19.14991  18.54025  18.31878
77.437707420556  0.0451678731351625  0.364167  25.44756  20.90696  19.27933  18.6455  18.29893
77.6314859563518  0.175948269596399  0.354301  23.09041  20.96114  19.1914  18.6161  18.21989
77.5304426365406  0.0735248644064773  0.297219  22.10612  20.03349  18.45312  17.91151  17.55375
77.5481413685891  0.176931457383947  0.317715  25.27894  20.67263  19.04228  18.50071  18.15062
77.5805340083687  0.0714314120283222  0.328068  21.93938  20.58781  18.99378  18.43067  18.10582
77.6631444494494  0.203747977219896  0.326869  23.24649  20.91695  19.23616  18.6464  18.39083
77.6900856732916  0.18280432546775  0.462306  24.89592  20.88261  19.20916  18.3977  17.9281
77.9109068658631  0.0747004212724441  0.28557  22.26406  20.09514  18.58675  18.08356  17.76588
77.9831556347789  0.162518351430213  0.521062  21.95288  20.97354  19.3782  18.42592  18.05744
78.1745089040207  0.16252824742707  0.491151  23.28854  21.02849  19.34224  18.4059  18.11409
78.2655871303406  0.063463039565108  0.273005  22.20663  19.87078  18.37694  17.82835  17.51414
78.3874896688861  0.194403225642418  0.278595  21.8231  19.40887  17.8823  17.30598  17.06063
78.3269869989149  0.182156643367439  0.286488  22.75469  20.51061  19.02276  18.49671  18.20441
78.3822499038478  0.0387306337467727  0.314449  22.31209  20.46416  18.82079  18.33527  17.90952
78.4589494628898  0.165466112173533  0.346768  22.19652  21.10168  19.31237  18.76151  18.43621
78.4713158921205  0.162707507584755  0.353764  22.29282  20.9816  19.31173  18.72688  18.28473
78.7804958690414  0.0340861585566973  0.327386  23.59191  21.02842  19.27882  18.78317  18.33436
78.9759296458936  0.143398946406245  0.261904  23.59882  19.4807  17.97173  17.48664  17.2136
79.111049007017  0.0661061116794718  0.342229  22.14476  20.69721  19.1004  18.48524  18.22865
62.7088143868154  0.430919277234439  0.343256  22.16371  20.46267  18.82747  18.194  17.86979
66.8676949480841  0.621821787526251  0.287525  22.33252  20.13275  18.59915  18.0941  17.75172
67.233102566741  0.451086963382776  0.363459  23.91026  21.08804  19.33049  18.7576  18.31472
67.3155006962065  0.485573273384511  0.331924  26.35171  21.18117  19.55989  19.03253  18.73112
67.5219521169182  0.482191490793568  0.330577  23.93961  20.04543  18.34512  17.75658  17.43478
67.6428320511983  0.552429003028329  0.335891  22.85833  20.78583  19.12759  18.58794  18.22638
67.8958595255172  0.520329107560758  0.398512  22.13223  21.09617  19.26078  18.58528  18.2103
68.1335012033215  0.4652100293324  0.319387  22.7478  20.16796  18.51667  17.97186  17.67161
68.1502612418204  0.576238801007871  0.284009  21.61569  18.97056  17.41047  16.83059  16.50097
68.1614269600187  0.582897410620261  0.300066  21.8626  20.00159  18.42849  17.83333  17.45205
68.1593505944797  0.465392590870506  0.357278  25.11305  20.98713  19.22356  18.64701  18.22783
68.161345725277  0.470510056110108  0.266115  21.68682  19.35479  17.84783  17.30622  17.00723
68.1679644834868  0.603466983220803  0.274367  22.14698  20.01113  18.51583  17.98093  17.62577
68.4308680321482  0.570220483462898  0.330174  22.35676  20.33057  18.6373  18.08478  17.75291
68.4520927913137  0.620560908760899  0.284056  21.94856  20.28173  18.7882  18.25647  17.92209
68.4716007420897  0.593284864561801  0.307689  23.40455  20.61717  19.09106  18.51987  18.13931
68.5001342995509  0.453815167689  0.348752  21.18186  19.8779  18.10583  17.47909  17.16348
68.4952093264454  0.454083627670995  0.365107  23.02598  21.02955  19.29485  18.66579  18.31479
68.5309308343853  0.588868343692651  0.291765  22.31547  19.79189  18.22509  17.66252  17.39539
68.6670422987701  0.507694890075755  0.302409  22.31053  19.81973  18.22896  17.61172  17.2542
68.8292124255084  0.509323245276021  0.337002  23.29999  21.012  19.24046  18.67742  18.36532
69.2808728113933  0.608498766339125  0.305022  22.19438  20.03421  18.48563  17.86208  17.53989
69.1335254483143  0.439544217059466  0.363089  22.5056  21.05013  19.20216  18.62494  18.20696
69.233171849745  0.466726683075432  0.320476  21.93972  20.64385  19.08543  18.51009  18.13599
69.2913029407241  0.48068798876077  0.320237  22.69378  20.57069  19.01064  18.40876  18.07203
69.3081317419017  0.569202759610902  0.298576  22.98068  20.78849  19.24331  18.72383  18.37553
69.4827286625483  0.520820828187329  0.317446  22.14311  20.43253  18.85072  18.30649  18.03342
69.5337450714823  0.499076955906784  0.282909  23.23957  20.32316  18.83065  18.34243  18.03029
69.6676354643806  0.538625901257961  0.361871  23.13838  21.01568  19.26273  18.61777  18.35539
69.9221395233508  0.614007945724371  0.377933  23.3663  21.17482  19.39518  18.78673  18.29248
70.124096320133  0.59607017109418  0.34785  23.76964  21.02312  19.35785  18.74864  18.43045
70.13567744696  0.45389167467636  0.323545  25.25686  20.79147  19.1816  18.58694  18.32862
70.2503668899908  0.542179762796838  0.310082  21.69929  20.14094  18.55885  17.9646  17.55514
70.390566626186  0.495902979534746  0.3467  22.24435  20.7307  19.09604  18.49907  18.14043
70.3824720098252  0.508261691576016  0.405826  21.49853  21.02956  19.10719  18.41242  18.08755
70.4484236006956  0.482102850693455  0.421979  22.81192  21.05873  19.21846  18.49413  18.05214
70.6307266289682  0.565701543136488  0.293893  22.25568  19.80781  18.25858  17.65361  17.3498
70.7012283471315  0.616835377433418  0.349493  26.10144  20.75719  19.03475  18.41394  18.12426
70.7396463863222  0.451035279484637  0.263753  21.45298  19.34854  17.85257  17.30667  16.91138
