#redshift       g               r                i              z               w1      w2       w3     w4
1.472574	19.03379	18.98978	18.91193	19.11039	15.647	14.686	11.617	8.39
0.6524171	19.37595	19.32818	19.24847	19.21259	15.032	14.044	11.562	7.522
1.473592	19.28382	19.12668	19.00602	19.11013	15.798	14.655	11.269	7.871
0.2712803	19.29729	18.91112	18.71625	18.24886	14.008	13.089	11.187	7.696
0.5176755	18.26978	18.58143	18.50176	18.47454	14.513	13.352	10.68	7.928
0.367843	19.68845	19.67782	19.66484	19.27389	14.968	14.136	10.68	7.683
0.3253868	19.09856	18.93845	18.89897	18.50741	14.656	13.605	10.484	7.86
0.2884945	19.33803	18.88763	18.71766	18.14302	13.76	12.982	10.564	7.458
0.06315506	18.74446	18.08746	17.6062	17.3364	13.689	13.513	11.09	8.101
0.3395857	18.71986	18.4409	18.48691	18.07017	13.728	12.67	10.144	7.935
1.163653	18.4952	18.37787	18.45747	18.60389	14.89	13.513	10.783	8.024
0.6515839	19.04566	19.08475	18.9684	18.95098	14.719	13.67	10.759	8.289
1.045241	19.38256	19.16355	19.23628	19.14388	15.044	13.968	11.431	8.059
0.4448358	18.16792	18.01675	17.91969	17.82303	13.788	12.655	9.991	7.242
0.488738	19.54417	19.56912	19.21565	18.93506	14.953	14.141	11.381	7.909
0.6948174	20.15759	20.01996	20.16669	19.36566	15.376	14.536	11.749	7.971
1.077116	20.25797	19.96253	20.17436	20.03887	16.274	15.368	11.561	8.197
0.3584977	18.99884	18.61018	18.54033	18.07026	13.792	12.916	9.307	6.677
0.2005561	18.6954	18.42072	18.04059	17.99132	13.835	12.697	9.32	6.851
0.275728	17.76472	17.66581	17.71132	17.30627	13.199	12.123	9.262	7.215
0.2765018	19.50109	19.03895	18.98053	18.5707	13.349	12.719	9.372	7.522
0.1530577	19.49251	18.70939	18.14974	17.8897	13.893	13.606	10.637	8.212
0.730498	18.55441	18.59723	18.56391	18.48028	14.355	13.254	10.576	8.037
0.2277851	19.69586	19.16659	18.71393	18.55916	14.583	14.093	11.397	8.382
0.2143175	19.31458	18.91502	18.51154	18.39031	14.427	13.68	10.76	7.782
